id	ID
maximaldistanz	Maximaldistanz
hammingAbstand	Hamming-Abstand
redundanz	Redundanz
artikelname	Artikelname
artikeldatum	Artikeldatum
ansatz	Ansatz
nerv	Nerv
segment	Segment
nation	Nation
nameDerKolonie	Name der Kolonie
besitzergreifungBeginn	Besitzergreifung Beginn
besitzergreifungEnde	Besitzergreifung Ende
heutigeGebiete	Heutige Gebiete
identifikationssymbolBezeichnung	Identifikationssymbol Bezeichnung
identifikationssymbol2Bezeichnung	Identifikationssymbol2 Bezeichnung
einstellungTag	Einstellung tag
einstellungJahr	Einstellung jahr
wds	WDS
korr	Korr
bild1name	Bild1Name
bild2name	Bild2Name
bild3name	Bild3Name
logosize	Logosize
eigentuemer	Eigentuemer
zuschauerGesamt	Zuschauer gesamt
zuschauerDurchschnitt	Zuschauer Durchschnitt
jahrzuschauer	Jahr Zuschauer
spiele	Spiele
lgupdate	Lgupdate
nmupdate	Nmupdate
landesflagge	Landesflagge
teamfarben	Teamfarben
uniform	Uniform
periheldurchgang	Periheldurchgang
wappenBezeichnung	Wappen-Bezeichnung
wappentext	Wappentext
nr.	Nr. 
rathaus	Rathaus
hinweis	Hinweis
munname	Mun Name
munart	Mun Art
muncode	Mun Code
region1Bez	Region1-Bez
region2Bez	Region2-Bez
passhöhe	PasshÖhe
passhöheBezug	PasshÖhe-Bezug
ausbau	Ausbau
kennzeichnung	Kennzeichnung
katastralgemeinde	Katastralgemeinde
ortschaft	Ortschaft
zählsprengel	Zählsprengel
zsKennziffer	ZS-Kennziffer
fifaBeitritt	Fifa-Beitritt
uefaBeitritt	Uefa-Beitritt
emeritierterWeihbischof	Emeritierter Weihbischof
groesstestadt	Groesstestadt
flaecheRang	Flaeche rang
flaecheLand	Flaeche land
flaecheWasser	Flaeche wasser
mitgliedNr	Mitglied nr
verliehenVon	Verliehen von
verleihungsgrund	Verleihungsgrund
stiftungsjahr	Stiftungsjahr
ersteVerleihung	Erste Verleihung
letzteVerleihung	Letzte Verleihung
anzahlVerleihungen	Anzahl Verleihungen
postumVerliehen	Postum Verliehen
anzahlDerEinzelnenPersonen	Anzahl der einzelnen Personen
nächsteNiedrigereAuszeichnung	Nächste niedrigere Auszeichnung
taxon5Linkname	Taxon5 Link Name
ab	AB
bc	BC
mb	MB
on	ON
qc	QC
nb	NB
pe	PE
nl	NL
nu	NU
yu	YU
familienstand(kinder)	Familienstand (Kinder)
profiSeit	Profi seit
tour	Tour
anzahlTurniersiege	Anzahl Turniersiege
majors(jahr)	Majors (Jahr)
auszeichnungen(jahr)	Auszeichnungen (Jahr)
no	No
nat	Nat
ehemalige	Ehemalige
meteor	Meteor
rolle	Rolle
profiteams	Profiteams
profijahre	Profijahre
wichtigsteerfolge	Wichtigste Erfolge
letztesupdate	Letztes Update
tp	Tp
z	Z
irishName	Irish name
irishGridReference	Irish grid reference
dublinDistanceMi	Dublin distance mi
dublinDirection	Dublin direction
unitaryNorthernIreland	Unitary northern ireland
constituencyNiAssembly	Constituency ni assembly
lieutenancyNorthernIreland	Lieutenancy northern ireland
aktuellesteam	Aktuelles Team
dopingjahre	Dopingjahre
dopingvorfälle	Dopingvorfälle
fahrertyp	Fahrertyp
amateurteams	Amateurteams
amateurjahre	Amateurjahre
navigation	Navigation
existenzzeitraum	Existenzzeitraum
e	E
insignie1Höhe	Insignie1-HÖhe
rekordspieler	Rekordspieler
rekordtorschütze	Rekordtorschütze
grösse	Grösse
aktuelleeinzelplatzierung	Aktuelle Einzel Platzierung
aktuelledoppelplatzierung	Aktuelle Doppel Platzierung
olympischemedaille2modus	Olympische Medaille2Modus
olympischemedaille2jahr	Olympische Medaille2Jahr
updated	Updated
zuStürzenderHerrscher	Zu stürzender Herrscher
anführer	Anführer
nameDerBewegung(en)	Name der Bewegung(en)
reich	Reich
epoche/ära	Epoche/Ära
ehemalige18a	Ehemalige18a
ehemalige18b	Ehemalige18b
ehemalige19a	Ehemalige19a
ehemalige19b	Ehemalige19b
ehemalige20a	Ehemalige20a
ehemalige20b	Ehemalige20b
nameLang	Name lang
nameKurz	Name kurz
bildImagemap	Bild-Imagemap
gouverneurPartei	Gouverneur Partei
gouverneurVon	Gouverneur von
gouverneurBis	Gouverneur bis
abgeordneteTotal	Abgeordnete total
abgeordneteText	Abgeordnete Text
senatorenText	Senatoren Text
postalischeAbk	Postalische Abk
sitzeWir	Sitze WIR
sitzeKpö	Sitze KPÖ
01Dsm	01-DSM
01BezeichnungDsm	01-Bezeichnung-Dsm
04Dsm	04-DSM
04BezeichnungDsm	04-Bezeichnung-Dsm
05Icd	05-ICD
05BezeichnungIcd	05-Bezeichnung-Icd
06Icd	06-ICD
06BezeichnungIcd	06-Bezeichnung-Icd
06Dsm	06-DSM
06BezeichnungDsm	06-Bezeichnung-Dsm
07Icd	07-ICD
07BezeichnungIcd	07-Bezeichnung-Icd
sublimationspunkt	Sublimationspunkt
nachfolgerGeschlecht	Nachfolger geschlecht
chemischeBeständigkeit	Chemische Beständigkeit
bats	Bats
throws	Throws
birthdate	Birthdate
birthplace	Birthplace
deathdate	Deathdate
deathplace	Deathplace
debutdate	Debutdate
debutyear	Debutyear
debutteam	Debutteam
finaldate	Finaldate
finalyear	Finalyear
finalteam	Finalteam
statyear	Statyear
stat1label	Stat1label
stat1value	Stat1value
stat2label	Stat2label
stat2value	Stat2value
stat3label	Stat3label
stat3value	Stat3value
stat4label	Stat4label
stat4value	Stat4value
stat5label	Stat5label
stat5value	Stat5value
stat6label	Stat6label
stat6value	Stat6value
awards	Awards
hofdate	Hofdate
hofvote	Hofvote
br	Br
fangraphs	Fangraphs
cube	Cube
funktionärsjahre	Funktionärsjahre
funktionärsvereine	Funktionärsvereine
vereinssitz	Vereinssitz
abteilungen	Abteilungen
vorsitzender	Vorsitzender
tierarten	Tierarten
individuen	Individuen
förderorganisationen	Förderorganisationen
internationaleOrganisationen	Internationale organisationen
name7Erweitert	Name7-Erweitert
name5Erklärung	Name5-ErklÄrung
name6Erweitert	Name6-Erweitert
name7Erklärung	Name7-ErklÄrung
wochennr1doppel	Wochen Nr1Doppel
anzahlgrandslamtiteldoppel	Anzahl Grand Slam Titel Doppel
bürgermeisterin	Bürgermeisterin
isla	Isla
población	Población
censo	Censo
dipolmoment	Dipolmoment
regionalbezirke	Regionalbezirke
schulname	Schulname
schultyp	Schultyp
schülerzahl	Schülerzahl
militärischerBefehlshaber	Militärischer Befehlshaber
reservisten	Reservisten
dhbPokal	DHB-Pokal
interfolge	Int Erfolge
qualifikationZu	Qualifikation zu
wasserhoehe	Wasserhoehe
neigungLuft	Neigung-Luft
neigungWasser	Neigung-Wasser
hochwasser	Hochwasser
sysname	Sys Name
stadtbezirksnr.	Stadtbezirksnr.
standDerDaten	Stand der Daten
bahnhof	Bahnhof
bus1NichtKvb	Bus1 nicht KVB
bus2NichtKvb	Bus2 nicht KVB
erschliessung	Erschliessung
assoziiert	Assoziiert
vz	VZ
keineüs	KeineÜS
%3Cbr%3Ek	<br>k
palmitinsäure	Palmitinsäure
\u03C3GesättigteFettsäuren	\u03A3 gesättigte Fettsäuren
\u03C3EinfachUngesättigteFettsäuren	\u03A3 einfach ungesättigte Fettsäuren
\u03C3MehrfachUngesättigteFettsäuren	\u03A3 mehrfach ungesättigte Fettsäuren
weitereInhaltsstoffe	Weitere Inhaltsstoffe
produktionWeltweit	Produktion weltweit
einw.(gemeinde)	Einw. (Gemeinde)
11Code	11-Code
11Bezeichnung	11-Bezeichnung
12Code	12-Code
12Bezeichnung	12-Bezeichnung
13Code	13-Code
13Bezeichnung	13-Bezeichnung
14Code	14-Code
14Bezeichnung	14-Bezeichnung
15Code	15-Code
15Bezeichnung	15-Bezeichnung
16Code	16-Code
16Bezeichnung	16-Bezeichnung
17Code	17-Code
17Bezeichnung	17-Bezeichnung
18Code	18-Code
18Bezeichnung	18-Bezeichnung
19Code	19-Code
19Bezeichnung	19-Bezeichnung
20Code	20-Code
20Bezeichnung	20-Bezeichnung
21Code	21-Code
21Bezeichnung	21-Bezeichnung
22Code	22-Code
22Bezeichnung	22-Bezeichnung
23Code	23-Code
23Bezeichnung	23-Bezeichnung
24Code	24-Code
24Bezeichnung	24-Bezeichnung
25Code	25-Code
25Bezeichnung	25-Bezeichnung
26Code	26-Code
26Bezeichnung	26-Bezeichnung
27Code	27-Code
27Bezeichnung	27-Bezeichnung
28Code	28-Code
28Bezeichnung	28-Bezeichnung
29Code	29-Code
29Bezeichnung	29-Bezeichnung
30Code	30-Code
30Bezeichnung	30-Bezeichnung
wappenLink	Wappen-Link
maxWassertiefe	Max-Wassertiefe
daemme	Daemme
strasse	Strasse
betriebsleiter	Betriebsleiter
verbund	Verbund
stadtbahnlinien	Stadtbahnlinien
straßenbahnwagen	Straßenbahnwagen
stadtbahnwagen	Stadtbahnwagen
busse	Busse
längeStadtbahn	Länge Stadtbahn
längeBus	Länge Bus
dynastien	Dynastien
offiziellerBankname	Offizieller bankname
hauptrefinanzierungssatz	Hauptrefinanzierungssatz
siegelbild	Siegelbild
basissystem	Basissystem
herausgeberin	Herausgeberin
eigenname4Erklärung	Eigenname4-ErklÄrung
nebtiname2Erklärung	Nebtiname2-ErklÄrung
goldname2Erklärung	Goldname2-ErklÄrung
thai	Thai
kommandeur3Bezeichnung	Kommandeur3 Bezeichnung
fsbMinimal	FSB-Minimal
fsbMaximal	FSB-Maximal
cacheMaximal	Cache-Maximal
kern	Kern
mikroarchitektur	Mikroarchitektur
gemeindestand	Gemeinde Stand
minHöhe	Min Höhe
bezugsdatumeinwohneraktuell	Bezugsdatum Einwohner Aktuell
einwohneraktuell	Einwohner Aktuell
dauerleistung	Dauerleistung
funkName	Funk name
bahnHöhe	Bahn höhe
zvg	ZVG
erstausstrahlung	Erstausstrahlung
sender	Sender
erstausstrahlungDe	Erstausstrahlung DE
senderDe	Sender DE
synchronisation	Synchronisation
positionskarte	Positionskarte
extras7a	Extras7a
extras7b	Extras7b
winkelausdehnung	Winkelausdehnung
hubble	Hubble
magb	Mag B
fh	Fh
iras	Iras
mcg	MCG
ngc	NGC
pgc	PGC
ugc	UGC
cgcg	Cgcg
2masx	2masx
gc	GC
missionsziel	Missionsziel
auftraggeber	Auftraggeber
traegerrakete	Traegerrakete
startmasse	Startmasse
startrampe	Startrampe
drehbuch	Drehbuch
altersfreigabe	Altersfreigabe
weltcup	Weltcup
gesamtweltcup	Gesamtweltcup
einzelweltcup	Einzelweltcup
einzel	Einzel
einzelt	Einzel T
einzelp	Einzel P
einzels	Einzel S
sprint	Sprint
sprintt	Sprint T
sprintp	Sprint P
sprints	Sprint S
team	Team
teamt	Team T
teamp	Team P
staffel	Staffel
staffelt	Staffel T
staffelp	Staffel P
staffels	Staffel S
dirección	Dirección
meister	Meister
pokalsieger	Pokalsieger
frauenmeister	Frauenmeister
frauenpokalsieger	Frauenpokalsieger
bandera	Bandera
partido	Partido
distancia	Distancia
referencia	Referencia
gentilicio	Gentilicio
alcaldeAño	Alcalde año
fiestasMayores	Fiestas mayores
patrón	Patrón
patrona	Patrona
names	Names
nickname	Nickname
promotion	Promotion
weight	Weight
birthDate	Birth date
birthPlace	Birth place
billed	Billed
resides	Resides
debut	Debut
cl	CL
rw	RW
colspan	Colspan
widthsum	Width Sum
key	Key
txt	Txt
ve3Art	VE3-ART
tibetisch	Tibetisch
wylie	Wylie
thdl	Thdl
tc	Tc
vc	Vc
py	Py
sport	Sport
härte	Härte
thermischerAusdehnungskoeffizient	Thermischer Ausdehnungskoeffizient
aktivesTeam	Aktives team
firmensitz	Firmensitz
debutGrandprix	Debut grandprix
letzterGrandprix	Letzter grandprix
konstWm	Konst wm
fahrerWm	Fahrer wm
unionsterritorium	Unionsterritorium
berechtigt	Berechtigt
eingefuehrt	Eingefuehrt
aufteilung	Aufteilung
weitereElemente	Weitere elemente
entstehungsjahr	Entstehungsjahr
turnierart	Turnierart
spieloberfläche	Spieloberfläche
turniername	Turniername
major(ja/Nein)	Major (ja / nein)
tour(en)	Tour(en)
veranstaltetSeit	Veranstaltet seit
spielform	Spielform
preisgeldGesamt	Preisgeld gesamt
preisgeldFürDenSieger	Preisgeld für den Sieger
normalerTermin(monat)	Normaler Termin (Monat)
häufigste(r)Sieger	Häufigste(r) Sieger
zuletztAusgetragen	Zuletzt ausgetragen
steuerung	Steuerung
zugheizung	Zugheizung
zugsicherung	Zugsicherung
halbmesser	Halbmesser
niederfluranteil	Niederfluranteil
xyz	XYZ
toc	TOC
natoBezeichnung	Nato-Bezeichnung
lenkung	Lenkung
zünder	Zünder
unterregionsbezeichnung	Unterregionsbezeichnung
üs	ÜS
album	Album
gravitation	Gravitation
positionRelative;Float	Position:  relative; float
ge	GE
rangWelt	Rang Welt
hausverwaltung	Hausverwaltung
sicherheit	Sicherheit
querstraßen	Querstraßen
straßenlänge	Straßenlänge
standort	Standort
verkaufsfläche	Verkaufsfläche
geschäfte	Geschäfte
omnibus	Omnibus
schnellstraßen	Schnellstraßen
sonstigeStraßen	Sonstige-Straßen
parkplätze	Parkplätze
betriebshöfe	Betriebshöfe
präsidenten	Präsidenten
programmchef	Programmchef
trikotnummer	Trikotnummer
nationalspiele	Nationalspiele
farbeHintergrund	Farbe hintergrund
farbeSchrift	Farbe schrift
franchisename	Franchisename
logoBreite	Logo breite
geschichte	Geschichte
conference	Conference
division	Division
cheftrainer	Cheftrainer
kapitän	Kapitän
generalManager	General manager
farmteams	Farmteams
meisterschaftNba	Meisterschaft nba
conferencetitelNba	Conferencetitel nba
divisiontitelNba	Divisiontitel nba
tradgrafschaft	Trad Grafschaft
ons	ONS
sBauZeit	S bau zeit
sBetZeit	S bet zeit
radsatzfahrmasse	Radsatzfahrmasse
fahrstufenschalter	Fahrstufenschalter
einsatz	Einsatz
ausstattung	Ausstattung
globe	Globe
lehrerzahl	Lehrerzahl
achslast	Achslast
anzahlFahrmotoren	Anzahl Fahrmotoren
bgcolor	Bgcolor
produktionszeit	Produktionszeit
mensur	Mensur
halsverbindung	Halsverbindung
korpusmaterial	Korpusmaterial
halsmaterial	Halsmaterial
griffbrettmaterial	Griffbrettmaterial
steg	Steg
tonabnehmer	Tonabnehmer
bedienfeld	Bedienfeld
featureid	Feature Id
lac	LAC
benanntnach	Benannt Nach
benanntjahr	Benannt Jahr
lower	Lower
group	Group
higher	Higher
traeger	Traeger
gruend	Gruend
leiter	Leiter
stimmen	Stimmen
abmessungenOderFläche	Abmessungen oder Fläche
ortschaftskennziffer	Ortschaftskennziffer
katastralgemeindenummer	Katastralgemeindenummer
centercourt	Center Court
dauerzugkraft	Dauerzugkraft
beginndurchschnitt	Beginn Durchschnitt
endedurchschnitt	Ende Durchschnitt
durchschnitt	Durchschnitt
klassen	Klassen
oberflächenanteil	Oberflächenanteil
zustand	Zustand
landnutzung	Landnutzung
artenvielfalt	Artenvielfalt
biomasse	Biomasse
großschutzgebiete	Großschutzgebiete
klimadiagrammhotspots	Klimadiagrammhotspots
sonneneinstrahlung	Sonneneinstrahlung
niederschlag	Niederschlag
wasserhaushalt	Wasserhaushalt
vegetationsperiode	Vegetationsperiode
sammelband	Sammelband
eigner	Eigner
verbleib	Verbleib
bauwerft	Bauwerft
dienstzeit	Dienstzeit
beleg	Beleg
klasse/typ	Klasse/Typ
schild	Schild
mapLoc	MAP LOC
ehemalige21a	Ehemalige21a
ehemalige21b	Ehemalige21b
reisende/tag	Reisende/Tag
architektBezeichnung	Architekt Bezeichnung
rennstreckenart	Rennstreckenart
formel1Strecke	Formel-1-Strecke
internetadresse	Internetadresse
streckenskizze	Streckenskizze
längeKm	Länge km
kurven	Kurven
kurvenüberhöhung	Kurvenüberhöhung
rekordart1a	Rekordart1a
rekordzeit1a	Rekordzeit1a
rekordjahr1a	Rekordjahr1a
rekordfahrer1a	Rekordfahrer1a
rekordteam1a	Rekordteam1a
founded	Founded
city	City
colors	Colors
coach	Coach
owner	Owner
mascot	Mascot
histYr	Hist yr
nflStartYr	NFL start yr
divisionHist	Division hist
noLeagueChamps	No league champs
noSbChamps	No sb champs
noConfChamps	No conf champs
noDivChamps	No div champs
sbChamps	Sb champs
confChamps	Conf champs
divChamps	Div champs
stadiumYears	Stadium years
helmetSvg	Helmet SVG
verkehrsverbund	Verkehrsverbund
streckenlänge	Streckenlänge
stationen	Stationen
fernbf	Fernbf
taktfolge	Taktfolge
einzugsbereich	Einzugsbereich
fahrzeuge	Fahrzeuge
stromaco	Strom ACO
tunnelbf	Tunnelbf
stromdcs	Strom DCS
strom	Strom
mottoD	Motto-D
tb	TB
abschnitt	Abschnitt
pdfImage	Pdf image
cdfImage	Cdf image
parameters	Parameters
mode	Mode
verbreitungZahl	Verbreitung zahl
eröffnet	Eröffnet
gleise	Gleise
stationskürzel	Stationskürzel
umstiegsmöglichkeiten	Umstiegsmöglichkeiten
1p	1P
1n	1N
2p	2P
2n	2N
4p	4P
4n	4N
quartieri	Quartieri
arbeitsplätzeStand	ArbeitsplÄtze-Stand
bürgermeister2Titel	BÜrgermeister2-Titel
regionalexpress	Regionalexpress
kleingebiet	Kleingebiet
ksh	KSH
bisherigeNamen	Bisherige Namen
beginnName	Beginn-Name
beginnRegion	Beginn-Region
beginnLat	Beginn-Lat
beginnLon	Beginn-Lon
endeName	Ende-Name
endeRegion	Ende-Region
endeLat	Ende-Lat
endeLon	Ende-Lon
nameserbischlateinisch	Name Serbisch Lateinisch
nameserbischkyrillisch	Name Serbisch Kyrillisch
schlagwort	Schlagwort
landLink	Land-Link
strassenbahnlinien	Strassenbahnlinien
längeStrassenbahn	Länge Strassenbahn
einwohnerInMio	Einwohner in Mio
verwaltungseinheit	Verwaltungseinheit
newsletter	Newsletter
rasse	Rasse
name3Erklärung	Name3-ErklÄrung
notruf	Notruf
aktive	Aktive
frauenquote	Frauenquote
feuerwehrjugend	Feuerwehrjugend
anzahlStützpunkteGesamt	Anzahl Stützpunkte Gesamt
anzahlStützpunkteFreiwilligeFeuerwehr	Anzahl Stützpunkte Freiwillige Feuerwehr
anzahlStützpunkteBetriebsfeuerwehren	Anzahl Stützpunkte Betriebsfeuerwehren
anzahlStützpunkteBerufsfeuerwehren	Anzahl Stützpunkte Berufsfeuerwehren
anzahlStützpunktePflichtfeuerwehren	Anzahl Stützpunkte Pflichtfeuerwehren
anzahlEinsätze	Anzahl Einsätze
anzahlEinsätzeBrand	Anzahl Einsätze Brand
anzahlEinsätzeTechnisch	Anzahl Einsätze Technisch
anzahlEinsätzeSonstige	Anzahl Einsätze Sonstige
startgewicht	Startgewicht
stabilisation	Stabilisation
transponder	Transponder
transponderleistung	Transponderleistung
eirp	Eirp
sendeleistung	Sendeleistung
aktuellePosition	Aktuelle position
agregat	Agregat
verhandlungssprachen	Verhandlungssprachen
ablösung	Ablösung
straßenbahn	Straßenbahn
schnellbus	Schnellbus
codProvincia	Cod provincia
densidad	Densidad
schlüsselBezeichner	Schlüssel-Bezeichner
casergänzend	CASergänzend
identifikationssymbol3Bezeichnung	Identifikationssymbol3 Bezeichnung
pan	PAN
geschäftsdatenref	Geschäftsdaten
ss	SS
stellvertreter	Stellvertreter
schatzmeister	Schatzmeister
mitgliedschaften	Mitgliedschaften
reichsmatrikel	Reichsmatrikel
bistum	Bistum
patrozinium	Patrozinium
wiederbesiedlung	Wiederbesiedlung
kongregation	Kongregation
mutation	Mutation
bevölkerungswachstum	BevÖlkerungswachstum
bestellung	Bestellung
kiellegung	Kiellegung
stapellauf	Stapellauf
verdrängung	Verdrängung
tiefgang	Tiefgang
bewaffnung	Bewaffnung
einwohnerPrefix	Einwohner-Prefix
border	Border
back	Back
raumschiff	Raumschiff
heimName	Heim name
gastName	Gast name
heimFlagge	Heim flagge
gastFlagge	Gast flagge
zuschauer	Zuschauer
schiedsrichter	Schiedsrichter
aufstellungsplan	Aufstellungsplan
spielbericht	Spielbericht
heimSpieler	Heim spieler
heimTrainer	Heim trainer
gastSpieler	Gast spieler
gastTrainer	Gast trainer
heimTore	Heim tore
gastTore	Gast tore
inaktiv	Inaktiv
jahrEnde	Jahr Ende
dachverband	Dachverband
einwohnerArt	Einwohner-Art
teamname	Teamname
uci	Uci
gegruendet	Gegruendet
aufgeloest	Aufgeloest
radhersteller	Radhersteller
namen	Namen
trikot	Trikot
marker	Marker
markersize	Markersize
markertext	Markertext
posX	Pos x
posY	Pos y
mapsizeX	Mapsize x
mapsizeY	Mapsize y
umschrift	Umschrift
außerdienststellung	Außerdienststellung
xsize	Xsize
ysize	Ysize
bildVorsitzender	Bild Vorsitzender
bevölkerungsdichteRang	BevÖlkerungsdichte-Rang
ausländeranteilRang	AuslÄnderanteil-Rang
besucherzahlen	Besucherzahlen
drehkreuz	Drehkreuz
etappen	Etappen
ersterzeit	Ersterzeit
zweiterzeit	Zweiterzeit
dritterzeit	Dritterzeit
teamzeit	Teamzeit
trikot1grafik	Trikot1grafik
trikot1bezeichnung	Trikot1bezeichnung
trikot2grafik	Trikot2grafik
trikot2bezeichnung	Trikot2bezeichnung
trikot3grafik	Trikot3grafik
trikot3bezeichnung	Trikot3bezeichnung
trikot4grafik	Trikot4grafik
trikot4bezeichnung	Trikot4bezeichnung
vorjahr	Vorjahr
folgejahr	Folgejahr
poststadt	Poststadt
rd	RD
rd1Seed	RD1-Seed
rd1Team	RD1-Team
rd1Score	RD1-Score
rd2Team	RD2-Team
rd2Score	RD2-Score
rd3Team	RD3-Team
rd3Score	RD3-Score
rd4Team	RD4-Team
rd4Score	RD4-Score
rd5Team	RD5-Team
rd5Score	RD5-Score
rd6Team	RD6-Team
rd6Score	RD6-Score
refName	Ref name
amtsblattnummer	Amtsblattnummer
anfangsseite	Anfangsseite
endseite	Endseite
uBahn	U-Bahn
rechtssitz	Rechtssitz
ej	EJ
zergrafschaft	Zer Grafschaft
fsbBezeichnung	FSB-Bezeichnung
mapName	Map name
trainerjahreTrainervereine	Trainerjahre-Trainervereine
inbetriebnahme	Inbetriebnahme
reaktortyp	Reaktortyp
neutronenfluss	Neutronenfluss
sozialversicherung	Sozialversicherung
krankenkasse	Krankenkasse
verwaltungsrat	Verwaltungsrat
aufsichtsbehörde	Aufsichtsbehörde
versicherte	Versicherte
geschäftsstellen	Geschäftsstellen
fluor	Fluor
größenart	Größenart
iucnKategorie	Iucn kategorie
markerfarbe	Markerfarbe
px	Px
einrichtungsdatum	Einrichtungsdatum
hubraum	Hubraum
leergewicht	Leergewicht
tankinhalt	Tankinhalt
kraftstoffverbrauch	Kraftstoffverbrauch
kodMapy	Kod mapy
twitter	Twitter
posKarte	Pos-Karte
bild3Text	Bild3-Text
vitaminE	Vitamin E
hochUrbanisierteStädte	Hoch urbanisierte Städte
provinzstädte	Provinzstädte
stadtgemeinden	Stadtgemeinden
barangays	Barangays
wahldistrikte	Wahldistrikte
antikerName	Antiker Name
limes	Limes
belegungVonBis	Belegung von bis
kastelltyp	Kastelltyp
verwendetesMaterial	Verwendetes Material
nennrettungshöhe	Nennrettungshöhe
beiNennausladung	Bei Nennausladung
getriebe	Getriebe
pumpe	Pumpe
tragkraftspritze	Tragkraftspritze
löschwasser	Löschwasser
schaummittel	Schaummittel
zul.Gesamtgewicht	Zul. Gesamtgewicht
places	Places
extras8a	Extras8a
extras8b	Extras8b
extras9a	Extras9a
extras9b	Extras9b
extras10a	Extras10a
extras10b	Extras10b
extras11a	Extras11a
extras11b	Extras11b
katasternummer	Katasternummer
geologie	Geologie
beleuchtung	Beleuchtung
längeDesSchauhöhlenbereiches	LÄnge des schauhÖhlenbereiches
straßenbahnlinien	Straßenbahnlinien
einzugeinwohner	Einzug Einwohner
einlagen	Einlagen
kundenkredite	Kundenkredite
verbrauch(nefz)	Verbrauch(nefz)
panzerung	Panzerung
hauptbewaffnung	Hauptbewaffnung
sekundärbewaffnung	Sekundärbewaffnung
motor	Motor
federung	Federung
kgr	KGR
parteiJapanisch	Partei japanisch
parteiEnglisch	Partei englisch
parteivorsitz	Parteivorsitz
titelParteivorsitz	Titel Parteivorsitz
stellvertretenderVorsitz	Stellvertretender Vorsitz
exekutivratsvorsitz	Exekutivratsvorsitz
parcVorsitz	Parc-Vorsitz
parlamentsangelegenheiten	Parlamentsangelegenheiten
fraktionsvorsitzSangiin	Fraktionsvorsitz Sangiin
entwässerung	EntwÄsserung
exposition	Exposition
höheMax	HÖHE-MAX
höheMin	HÖHE-MIN
dicke	Dicke
dickeMax	Dicke-Max
breiteMax	Breite-Max
flächgeRang	FlÄchge-Rang
comunidad	Comunidad
other	Other
gb	GB
zusspalte	Zusspalte
msprname	MSprname
núcleos	Núcleos
sitzeProhetzendorf	Sitze Pro Hetzendorf
sitzeWiff	Sitze wiff
sitzeUnabhängigeMandatare	Sitze Unabhängige Mandatare
zahl	Zahl
arabisch	Arabisch
chinesisch	Chinesisch
morsecode	Morsecode
dual	Dual
oktal	Oktal
duodezimal	Duodezimal
hexadezimal	Hexadezimal
teiler	Teiler
nametschechisch	Name Tschechisch
wpedi	Wpedi
betrieblänge	BetrieblÄnge
planlänge	PlanlÄnge
dimensionen	Dimensionen
satellitenbus	Satellitenbus
energieleistung	Energieleistung
escudoTamaño	Escudo tamaño
mancomunidad	Mancomunidad
municipio	Municipio
notas	Notas
alcaldesaAño	Alcaldesa año
flaecheReferenz	Flaeche referenz
faktorEur	Faktor eur
locImagemap	Loc-Imagemap
basilicaMinor	Basilica minor
suffraganbistümer	Suffraganbistümer
schanzenName	Schanzen name
zuschauerplätze	Zuschauerplätze
renoviert	Renoviert
turmhöhe	Turmhöhe
kPunkt	K-Punkt
hillsize	Hillsize
schanzenrekord	Schanzenrekord
australianopenergebnismixed	Australian Open Ergebnis Mixed
frenchopenergebnismixed	French Open Ergebnis Mixed
wimbledonergebnismixed	Wimbledon Ergebnis Mixed
usopenergebnismixed	USOpen Ergebnis Mixed
olympischemedaille3modus	Olympische Medaille3Modus
olympischemedaille3jahr	Olympische Medaille3Jahr
wappenDerProvinz	Wappen der Provinz
flaggeDerProvinz	Flagge der Provinz
gliederungzahl	Gliederung Zahl
abmerkung	Abmerkung
parlament	Parlament
kartelokalinfo	Karte Lokal Info
na	NA
me	ME
ra	RA
bv	BV
mv	MV
ev	EV
dv	DV
er	ER
dr	DR
kfzKzneu	Kfz-Kz Neu
anwendungsbereich	Anwendungsbereich
aktuelleAusgabe	Aktuelle Ausgabe
vorigeAusgabe	Vorige Ausgabe
besucherProJahrImDurchschnitt	Besucher pro jahr im durchschnitt
besucherAktuell	Besucher aktuell
vikariate	Vikariate
poskartentyp	Poskartentyp
vizepräsidenten	Vizepräsidenten
pressesprecher	Pressesprecher
abschaltung	Abschaltung
unitaryAuthority	Unitary Authority
patronat	Patronat
zuchtstandards	Zuchtstandards
regionalverband	Regionalverband
reisende	Reisende
bundeslandBezeichnung	Bundesland Bezeichnung
subtyp	Subtyp
abrDekade	Abr dekade
sStill	S still
anni	Anni
bahnsteig	Bahnsteig
lebensdauerA	Lebensdauer a
schlachten	Schlachten
logoUnten	Logo unten
logobeschreibungUnten	Logobeschreibung unten
ittfId	Ittf-Id
besterWeltranglistenplatz	Bester Weltranglistenplatz
datumBesterWeltranglistenplatz	Datum Bester Weltranglistenplatz
krId	KR-ID
besterKontinentalerRanglistenplatz	Bester Kontinentaler Ranglistenplatz
nrId	NR-ID
besterNationalerRanglistenplatz	Bester Nationaler Ranglistenplatz
cover	Cover
freiwilligenquote	Freiwilligenquote
jugendfeuerwehr	Jugendfeuerwehr
anzahlStützpunkteFeuerwehren	Anzahl Stützpunkte Feuerwehren
anteilEinsätzeBerufsfeuerwehr	Anteil Einsätze Berufsfeuerwehr
anteilEinsätzeFreiwilligeFeuerwehr	Anteil Einsätze Freiwillige Feuerwehr
anteilEinsätzeWerkfeuerwehr	Anteil Einsätze Werkfeuerwehr
cheftitel	Cheftitel
