quasiris_id	topic	nr_in_context	name
to-sport1407	Gegenstand	1407	Gold
to-sport1409	Gegenstand	1409	Männer
to-sport141	Land	141	Ägypten
to-sport1411	Person	1411	Erik Guay
to-sport1413	TV	1413	ZDF
to-sport1415	Organisation	1415	Kirche
to-sport1417	Sportler	1417	Anastasiya Kuzmina
to-sport1419	Sportler	1419	Marie-Laure Brunet
to-sport1421	Land	1421	Estland
to-sport1423	Land	1423	Neuseeland
to-sport1425	Land	1425	Großbritannien
to-sport1427	Sportler	1427	Tora Berger
to-sport1429	Sportler	1429	Kadri Lehtla
to-sport143	Land	143	Ghana
to-sport1431	Sportler	1431	Kaisa Mäkäräinen
to-sport1433	Sportler	1433	Michela Ponza
to-sport1435	Sportler	1435	Magdalena Neuner
to-sport1437	Sportler	1437	Teja Gregorin
to-sport1439	Sportler	1439	Sarah Murphy
to-sport1441	Sportler	1441	Krystyna Pałka
to-sport1443	Firma	1443	TopTen
to-sport1445	Musiker	1445	Nicole
to-sport1447	Gegenstand	1447	Reise
to-sport1449	Produkte	1449	Akku
to-sport145	Politik	145	Hauptstadt
to-sport1451	Krankheit	1451	Erkältung
to-sport1453	Land	1453	Weißrussland
to-sport1455	Gegenstand	1455	Laufen
to-sport1457	Schauspieler	1457	Adam Scott
to-sport1459	Sportler	1459	Robert Allenby
to-sport1461	Sportler	1461	Rory McIlroy
to-sport1463	Person	1463	Jason Day
to-sport1465	Stadt	1465	Sydney
to-sport1467	Firma	1467	Dynamo Dresden
to-sport1469	Politik	1469	Bund
to-sport147	Stadt	147	Kairo
to-sport1471	Politik	1471	Bundestag
to-sport1473	Bundesland	1473	Sachsen
to-sport1475	Stadt	1475	Frankfurt am Main
to-sport1477	News	1477	Streit
to-sport1479	Fussball	1479	Dennis Kruppke
to-sport1481	Fussball	1481	Jan Hochscheidt
to-sport1483	Fussball	1483	Rüdiger Vollborn
to-sport1485	Fussball	1485	Slovan Liberec
to-sport1487	News	1487	Bedrohung
to-sport1489	Fussball	1489	Ryan Giggs
to-sport149	Gegenstand	149	Stars
to-sport1491	Fussball	1491	Jonny Evans
to-sport1493	Person	1493	Michael Schade
to-sport1495	Person	1495	Reiner Calmund
to-sport1497	Fussball	1497	Dominique Taboga
to-sport1499	Politik	1499	Bundeskriminalamt
to-sport15	Fussball	15	SC Freiburg
to-sport1501	Land	1501	Albanien
to-sport1503	Stadt	1503	Tirana
to-sport1505	Gegenstand	1505	Affäre
to-sport1507	News	1507	Erpressung
to-sport1509	News	1509	Gewalt
to-sport151	Fussball	151	Jorge Jesus
to-sport1511	Musiker	1511	Bosse
to-sport1513	Gegenstand	1513	Lehrer
to-sport1515	Gegenstand	1515	Zeitung
to-sport1517	Stadt	1517	Warschau
to-sport1519	Fussball	1519	FC Sevilla
to-sport1521	Fussball	1521	Francis Coquelin
to-sport1523	Fussball	1523	Kevin Gameiro
to-sport1525	Fussball	1525	Julian Schuster
to-sport1527	Fussball	1527	Jonathan Schmid
to-sport1529	Fussball	1529	Admir Mehmedi
to-sport153	Fussball	153	Benfica Lissabon
to-sport1531	Stadt	1531	Praia
to-sport1533	Fussball	1533	FC St. Gallen
to-sport1535	Fussball	1535	Karim Guédé
to-sport1537	Fussball	1537	Sebastian Freis
to-sport1539	Fussball	1539	Mike Hanke
to-sport1541	Fussball	1541	Miroslav Klose
to-sport1543	Fussball	1543	Dynamo Kiew
to-sport1545	Fussball	1545	Huub Stevens
to-sport1547	Fussball	1547	Lewis Holtby
to-sport1549	Fussball	1549	Maccabi Haifa
to-sport155	Fussball	155	Benfica
to-sport1551	Fussball	1551	AZ Alkmaar
to-sport1553	Fussball	1553	Anschi Machatschkala
to-sport1555	Fussball	1555	FC Thun
to-sport1557	Fussball	1557	Olympique Lyon
to-sport1559	Fussball	1559	Klose
to-sport1561	Land	1561	Kasachstan
to-sport1563	Fussball	1563	Kevin Trapp
to-sport1565	Fussball	1565	Martin Lanig
to-sport1567	Fussball	1567	Stephan Schröck
to-sport1569	Fussball	1569	Henri Saivet
to-sport157	Fussball	157	Sporting Braga
to-sport1571	Fussball	1571	Bixente Lizarazu
to-sport1573	Fussball	1573	Manfred Kaltz
to-sport1575	Fussball	1575	Tranquillo Barnetta
to-sport1577	Fussball	1577	Cheick Diabaté
to-sport1579	Firma	1579	Orange
to-sport1581	Gegenstand	1581	Flugzeug
to-sport1583	Person	1583	Abdou Traoré
to-sport1585	Person	1585	Joselu
to-sport1587	Stadt	1587	Nikosia
to-sport1589	Basketball	1589	Jason Kidd
to-sport159	Fussball	159	FC Porto
to-sport1591	Basketball	1591	Andre Iguodala
to-sport1593	Organisation	1593	Europa League
to-sport1595	Auto	1595	Sharan
to-sport1597	Basketball	1597	Sharrod Ford
to-sport1599	Firma	1599	Ford
to-sport16	Fussball	16	Arjen Robben
to-sport1601	Fussball	1601	VfB Friedrichshafen
to-sport1603	Firma	1603	Generali
to-sport1605	Stadt	1605	Friedrichshafen
to-sport1607	Fussball	1607	Matthias Sammer
to-sport1609	Fussball	1609	Sammer
to-sport161	Fussball	161	Olympiakos Piräus
to-sport1611	Person	1611	Pep Guardiola
to-sport1613	Tennis	1613	Philipp Kohlschreiber
to-sport1615	Tennis	1615	Tommy Haas
to-sport1617	Tennis	1617	Rafael Nadal
to-sport1619	Musiker	1619	Tommy
to-sport1621	Event	1621	Australian Open
to-sport1623	Fussball	1623	Bundesliga-Spiel
to-sport1625	Stadt	1625	Bochum
to-sport1627	Fussball	1627	Jos Luhukay
to-sport1629	Fussball	1629	Sebastian Langkamp
to-sport163	Stadt	163	Lissabon
to-sport1631	Fussball	1631	Michael Preetz
to-sport1633	Fussball	1633	Marcel Ndjeng
to-sport1635	Gegenstand	1635	Falten
to-sport1637	Fussball	1637	Bert van Marwijk
to-sport1639	Fussball	1639	Thorsten Fink
to-sport1641	Gegenstand	1641	Sorgerecht
to-sport1643	Gegenstand	1643	Stress
to-sport1645	Gegenstand	1645	Scheidung
to-sport1647	Stadt	1647	Tübingen
to-sport1649	Land	1649	China
to-sport165	News	165	Polizei
to-sport1651	Gegenstand	1651	Premiere
to-sport1653	Stadt	1653	Platten
to-sport1655	Fussball	1655	Michel Platini
to-sport1657	Person	1657	St Germain
to-sport1659	Politik	1659	Bundesrat
to-sport1661	Politik	1661	Koalition
to-sport1663	Politik	1663	SPD
to-sport1665	Politik	1665	Große Koalition
to-sport1667	Tennis	1667	Ivan Lendl
to-sport1669	Tennis	1669	Michael Chang
to-sport167	Fussball	167	DFB
to-sport1671	News	1671	Zusammenstoß
to-sport1673	Sportler	1673	Martin Fourcade
to-sport1675	Sportler	1675	Daniel Mesotitsch
to-sport1677	Sportler	1677	Simon Eder
to-sport1679	Sportler	1679	Daniel Böhm
to-sport1681	Sportler	1681	Emil Hegle Svendsen
to-sport1683	Gegenstand	1683	Biathlon
to-sport1685	Gegenstand	1685	Job
to-sport1687	Gegenstand	1687	Roboter
to-sport1689	Ort	1689	Östersund
to-sport169	Fussball	169	Leonardo Bittencourt
to-sport1691	Ort	1691	Sotschi
to-sport1693	News	1693	Demonstration
to-sport1695	Politik	1695	Generalsekretär
to-sport1697	Stadt	1697	Niersbach
to-sport1699	Eishockey	1699	Adler Mannheim
to-sport17	Fussball	17	Xherdan Shaqiri
to-sport1701	Eishockey	1701	Uwe Krupp
to-sport1703	Land	1703	Lettland
to-sport1705	Musiker	1705	Pat
to-sport1707	Stadt	1707	Mannheim
to-sport1709	Stadt	1709	Herne
to-sport171	Fussball	171	Horst Hrubesch
to-sport1711	Stadt	1711	Essen
to-sport1713	Formel1	1713	Schumi
to-sport1715	Schauspieler	1715	Mo'nique
to-sport1717	Musiker	1717	Sandra
to-sport1719	Sportler	1719	Claudia Nystad
to-sport1721	Sportler	1721	Hanna Kolb
to-sport1723	Sportler	1723	Nicole Fessel
to-sport1725	Sportler	1725	Katrin Zeller
to-sport1727	Stadt	1727	Zeller
to-sport1729	Sportler	1729	Stephanie Beckert
to-sport173	Fussball	173	Marvin Plattenhardt
to-sport1731	Sportler	1731	Claudia Pechstein
to-sport1733	Stadt	1733	Astana
to-sport1735	Sportler	1735	David Möller
to-sport1737	Gegenstand	1737	Kino
to-sport1739	Eishockey	1739	Straubing Tigers
to-sport1741	Stadt	1741	Straubing
to-sport1743	Politiker	1743	André Hahn
to-sport1745	Stadt	1745	Hahn
to-sport1747	Land	1747	Türkei
to-sport1749	Organisation	1749	WADA
to-sport175	Land	175	Montenegro
to-sport1751	Stadt	1751	Ringen
to-sport1753	Stadt	1753	Istanbul
to-sport1755	Firma	1755	Porsche
to-sport1757	Gegenstand	1757	Frauen
to-sport1759	Stadt	1759	Chemnitz
to-sport1761	Handball	1761	HBW Balingen-Weilstetten
to-sport1763	Stadt	1763	Balingen
to-sport1765	Fussball	1765	Michael Ballack
to-sport1767	Fussball	1767	Fritz Walter
to-sport1769	Fussball	1769	Jürgen Klinsmann
to-sport177	Land	177	Irland
to-sport1771	Auto	1771	VW
to-sport1773	Auto	1773	VW Käfer
to-sport1775	Firma	1775	Extra
to-sport1777	Region	1777	Creek County
to-sport1779	Stadt	1779	Johannesburg
to-sport1781	Politik	1781	Arbeitsministerium
to-sport1783	Politik	1783	Ministerium
to-sport1785	News	1785	Unglück
to-sport1787	News	1787	Opfer
to-sport1789	Land	1789	Costa Rica
to-sport179	TV	179	24
to-sport1791	Land	1791	Australien
to-sport1793	Land	1793	Honduras
to-sport1795	Land	1795	Nigeria
to-sport1797	Land	1797	Kamerun
to-sport1799	Kontinent	1799	Afrika
to-sport18	Fussball	18	Jupp Heynckes
to-sport1801	Fussball	1801	Luiz Felipe Scolari
to-sport1803	Fussball	1803	Luiz Gustavo
to-sport1805	Fussball	1805	Neymar
to-sport1807	Fussball	1807	Zinédine Zidane
to-sport1809	Fussball	1809	Nationaltrainer
to-sport181	Fussball	181	Mamadou Sakho
to-sport1811	Politik	1811	Politik
to-sport1813	Krankheit	1813	Trauma
to-sport1815	Kontinent	1815	Australien
to-sport1817	Stadt	1817	Porto Alegre
to-sport1819	Stadt	1819	Manaus
to-sport1821	Stadt	1821	Miami
to-sport1823	Stadt	1823	Belo Horizonte
to-sport1825	Stadt	1825	Recife
to-sport1827	Produkte	1827	Flugreisen
to-sport1829	Wirtschaft	1829	Wirtschaft
to-sport183	Fussball	183	Karim Benzema
to-sport1831	Wirtschaft	1831	Börse
to-sport1833	Wirtschaft	1833	Landwirtschaft
to-sport1835	Oper	1835	Teatro Amazonas
to-sport1837	Musiker	1837	Karneval!
to-sport1839	Schauspieler	1839	Klaus Kinski
to-sport1841	Film	1841	Copacabana
to-sport1843	Politik	1843	Außenministerium
to-sport1845	Stadt	1845	Fortaleza
to-sport1847	Stadt	1847	Brasília
to-sport1849	Stadt	1849	Curitiba
to-sport185	Fussball	185	Darijo Srna
to-sport1851	Gegenstand	1851	Strand
to-sport1853	Gegenstand	1853	Dschungel
to-sport1855	Gegenstand	1855	Freihandelszone
to-sport1857	Sportler	1857	Jenny Wolf
to-sport1859	Person	1859	Le Sang
to-sport1861	Stadt	1861	Wolfs
to-sport1863	Stadt	1863	Plate
to-sport1865	Stadt	1865	Bern
to-sport1867	Sportler	1867	Eirik Brandsdal
to-sport1869	Sportler	1869	Justyna Kowalczyk
to-sport187	Fussball	187	Konstantinos Mitroglou
to-sport1871	Sportler	1871	Kikkan Randall
to-sport1873	Sportler	1873	Tim Tscharnke
to-sport1875	Fussball	1875	3. Liga
to-sport1877	Musiker	1877	Mia.
to-sport1879	Gegenstand	1879	Marke
to-sport1881	Region	1881	Südtirol
to-sport1883	Person	1883	Egidius Braun
to-sport1885	Stadt	1885	Sinsheim
to-sport1887	Person	1887	Adriano Galliani
to-sport1889	Stadt	1889	Osnabrück
to-sport189	Fussball	189	Vasilios Torosidis
to-sport1891	Fussball	1891	David Beckham
to-sport1893	Fussball	1893	Alex Ferguson
to-sport1895	Firma	1895	BBC
to-sport1897	Fussball	1897	FC Parma
to-sport1899	Fussball	1899	Max Kruse
to-sport19	Fussball	19	Uli Hoeneß
to-sport1901	Fussball	1901	Peniel Mlapa
to-sport1903	Fussball	1903	Martin Stranzl
to-sport1905	Fussball	1905	Luuk de Jong
to-sport1907	Fussball	1907	Max Eberl
to-sport1909	Person	1909	Christian Streich
to-sport191	Fussball	191	Fußballer des Jahres
to-sport1911	Stadt	1911	Eberl
to-sport1913	Stadt	1913	Sao Paulo
to-sport1915	Fussball	1915	THW Kiel
to-sport1917	Sportler	1917	Staffan Olsson
to-sport1919	Sportler	1919	Ola Lindgren
to-sport1921	Organisation	1921	THW
to-sport1923	Stadt	1923	Kiel
to-sport1925	Stadt	1925	Leipzig
to-sport1927	Basketball	1927	Kobe Bryant
to-sport1929	Basketball	1929	Pau Gasol
to-sport193	Land	193	Schweden
to-sport1931	Basketball	1931	Steve Nash
to-sport1933	Basketball	1933	Tim Ohlbrecht
to-sport1935	Stadt	1935	Stocken
to-sport1937	Stadt	1937	Kobe
to-sport1939	Stadt	1939	Philadelphia
to-sport1941	Stadt	1941	Übersee
to-sport1943	Fussball	1943	Atlético Madrid
to-sport1945	Fussball	1945	Carlo Ancelotti
to-sport1947	Fussball	1947	Galatasaray Istanbul
to-sport1949	Fussball	1949	Galatasaray
to-sport195	Krankheit	195	Depression
to-sport1951	Fussball	1951	Mirko Slomka
to-sport1953	Land	1953	Singapur
to-sport1955	Wissenschaftler	1955	Hermann Schüler
to-sport1957	Stadt	1957	Schüller
to-sport1959	Gegenstand	1959	Kartoffel
to-sport1961	Fussball	1961	Kevin Grund
to-sport1963	Fussball	1963	Thomas Tuchel
to-sport1965	Firma	1965	Eintracht Braunschweig
to-sport1967	Sportler	1967	Axel Teichmann
to-sport1969	Sportler	1969	Tobias Angerer
to-sport197	Stadt	197	Kiew
to-sport1971	Stadt	1971	Salt Lake City
to-sport1973	Fussball	1973	Björn Schlicke
to-sport1975	Firma	1975	FSV Frankfurt
to-sport1977	Stadt	1977	Duisburg
to-sport1979	Fussball	1979	Mark Hughes
to-sport1981	Fussball	1981	FC Middlesbrough
to-sport1983	Kontinent	1983	Ozeanien
to-sport1985	Stadt	1985	Casablanca
to-sport1987	Stadt	1987	Monterrey
to-sport1989	Stadt	1989	Guangzhou
to-sport199	Stadt	199	Grande
to-sport1991	Stadt	1991	deutsche Hauptstadt
to-sport1993	Gegenstand	1993	Hotel
to-sport1995	Fussball	1995	Bo Svensson
to-sport1997	Fussball	1997	Stefan Bell
to-sport1999	Fussball	1999	SV Sandhausen
to-sport2	Fussball	2	FC Bayern München
to-sport20	Fussball	20	Real Madrid
to-sport2001	Firma	2001	Audi
to-sport2003	Formel1	2003	Bahrain International Circuit
to-sport2005	Person	2005	Valentino Rossi
to-sport2007	Formel1	2007	Felipe Massa
to-sport2009	Formel1	2009	Romain Grosjean
to-sport201	News	201	Sturm
to-sport2011	Sportler	2011	Thomas Morgenstern
to-sport2013	Sportler	2013	Wolfgang Loitzl
to-sport2015	Person	2015	Janne Ahonen
to-sport2017	Sportler	2017	Ann Kristin Flatland
to-sport2019	Film	2019	Horror
to-sport2021	Person	2021	Franziska Hildebrand
to-sport2023	Person	2023	Laura Dahlmeier
to-sport2025	Land	2025	Liechtenstein
to-sport2027	Person	2027	Lara Gut
to-sport2029	Person	2029	Tina Weirather
to-sport203	Fussball	203	Mats Hummels
to-sport2031	Person	2031	Elena Fanchini
to-sport2033	Fussball	2033	Daniel Caligiuri
to-sport2035	Fussball	2035	Diego Benaglio
to-sport2037	Fussball	2037	Tolgay Arslan
to-sport2039	Fussball	2039	Pierre-Michel Lasogga
to-sport2041	Fussball	2041	Naldo
to-sport2043	Fussball	2043	Patrick Ochs
to-sport2045	Person	2045	Pierre Michel
to-sport2047	Person	2047	Felix Brych
to-sport2049	Fussball	2049	Tobias Kempe
to-sport205	Fussball	205	Joachim Löw
to-sport2051	Fussball	2051	Marcel Gaus
to-sport2053	Fussball	2053	Benjamin Kirsten
to-sport2055	Fussball	2055	Nicky Adler
to-sport2057	Fussball	2057	Ralph Hasenhüttl
to-sport2059	Fussball	2059	1. FC Saarbrücken
to-sport2061	Fussball	2061	VFL Osnabrück
to-sport2063	Fussball	2063	1. FC Heidenheim
to-sport2065	Fussball	2065	Patrick Mayer
to-sport2067	Fussball	2067	Smail Morabit
to-sport2069	Fussball	2069	Marcel Ziemer
to-sport207	Fussball	207	Marcel Schmelzer
to-sport2071	Fussball	2071	David Blacha
to-sport2073	Fussball	2073	Patrick Zoundi
to-sport2075	Fussball	2075	Kingsley Onuegbu
to-sport2077	Fussball	2077	Marcel Heller
to-sport2079	Fussball	2079	Holstein Kiel
to-sport2081	Stadt	2081	Saarbrücken
to-sport2083	Stadt	2083	Rostock
to-sport2085	Stadt	2085	Unterhaching
to-sport2087	Stadt	2087	Regensburg
to-sport2089	Stadt	2089	Münster
to-sport209	Fussball	209	Hummels
to-sport2091	Fussball	2091	Aaron Hunt
to-sport2093	Sportler	2093	Maxim Choupo-Moting
to-sport2095	Sportler	2095	Eljero Elia
to-sport2097	Person	2097	Wolfgang Stark
to-sport2099	Fussball	2099	Marwin Hitz
to-sport21	Fussball	21	Jürgen Klopp
to-sport2101	Fussball	2101	Sami Allagui
to-sport2103	Person	2103	Halil Altintop
to-sport2105	Fussball	2105	Raphael Wolf
to-sport2107	Fussball	2107	Mathieu Flamini
to-sport2109	Fussball	2109	Bryan Oviedo
to-sport211	Fussball	211	Jérôme Boateng
to-sport2111	Land	2111	Kuba
to-sport2113	Basketball	2113	Deron Washington
to-sport2115	Person	2115	Kevin Martin
to-sport2117	Stadt	2117	Washington
to-sport2119	Fussball	2119	Gareth Bale
to-sport2121	Fussball	2121	Athletic Bilbao
to-sport2123	Fussball	2123	Iker Muniain
to-sport2125	Fussball	2125	Marc-André ter Stegen
to-sport2127	Fussball	2127	Lucien Favre
to-sport2129	Fussball	2129	Patrick Herrmann
to-sport213	Fussball	213	Löw
to-sport2131	Fussball	2131	Stegen
to-sport2133	Fussball	2133	ter Stegen
to-sport2135	Fussball	2135	Hennes Weisweiler
to-sport2137	Fussball	2137	Udo Lattek
to-sport2139	Fussball	2139	Juan Arango
to-sport2141	Fussball	2141	Oliver Baumann
to-sport2143	Person	2143	Günter Perl
to-sport2145	Stadt	2145	Perl
to-sport2147	Kontinent	2147	Nordamerika
to-sport2149	Person	2149	Viktoria Rebensburg
to-sport215	Fussball	215	Schmelzer
to-sport2151	Person	2151	Aksel Lund Svindal
to-sport2153	Person	2153	Georg Streitberger
to-sport2155	Person	2155	Stephan Keppler
to-sport2157	Fussball	2157	Mickaël Landreau
to-sport2159	Fussball	2159	OSC Lille
to-sport2161	Fussball	2161	FC Nantes
to-sport2163	Person	2163	Jean-Luc Ettori
to-sport2165	Fussball	2165	Vincent Kompany
to-sport2167	Fussball	2167	Eden Hazard
to-sport2169	Fussball	2169	Thomas Vermaelen
to-sport217	Fussball	217	Heiko Westermann
to-sport2171	Gegenstand	2171	Kleinkind
to-sport2173	Basketball	2173	D’or Fischer
to-sport2175	Person	2175	Chris Kramer
to-sport2177	Gegenstand	2177	Holz
to-sport2179	Stadt	2179	Salvador da Bahia
to-sport2181	Fussball	2181	FC Kopenhagen
to-sport2183	Fussball	2183	Brøndby IF
to-sport2185	Gegenstand	2185	Vater
to-sport2187	Fussball	2187	FCK
to-sport2189	Fussball	2189	Stefan Kuntz
to-sport219	Land	219	England
to-sport2191	Fussball	2191	Petrik Sander
to-sport2193	Fussball	2193	Jürgen Kohler
to-sport2195	Land	2195	Serbien und Montenegro
to-sport2197	Basketball	2197	Muhammad Ali
to-sport2199	Basketball	2199	Evander Holyfield
to-sport22	Fussball	22	UEFA
to-sport2201	Basketball	2201	Lennox Lewis
to-sport2203	Firma	2203	ALi
to-sport2205	Film	2205	Tag und Nacht
to-sport2207	Person	2207	Don King
to-sport2209	Fussball	2209	Hanno Balitsch
to-sport221	Person	221	Lindsey Vonn
to-sport2211	Fussball	2211	Michael Wiesinger
to-sport2213	Fussball	2213	David Alaba
to-sport2215	Fussball	2215	David Abraham
to-sport2217	Stadt	2217	Zuzenhausen
to-sport2219	Fussball	2219	Gerardo Martino
to-sport2221	Fussball	2221	Xavi
to-sport2223	Fussball	2223	Jordi Alba
to-sport2225	Fussball	2225	Andrés Iniesta
to-sport2227	Fussball	2227	Cesc Fàbregas
to-sport2229	Fussball	2229	Gerard Piqué
to-sport223	Fussball	223	Hamburger SV
to-sport2231	Stadt	2231	Hochburg
to-sport2233	Stadt	2233	Roja
to-sport2235	Fussball	2235	Bayer 04 Leverkusen
to-sport2237	Fussball	2237	Elfmeterschießen
to-sport2239	Stadt	2239	Trier
to-sport2241	Stadt	2241	Lübeck
to-sport2243	Fussball	2243	TuS Koblenz
to-sport2245	Fussball	2245	DJK Gebhardshain
to-sport2247	Fussball	2247	VfL Hamm
to-sport2249	Krankheit	2249	Wunden
to-sport225	Fussball	225	Hertha BSC
to-sport2251	Politik	2251	Unterhalt
to-sport2253	Stadt	2253	Gebhardshain
to-sport2255	Firma	2255	SC Paderborn
to-sport2257	Firma	2257	Energie Cottbus
to-sport2259	Stadt	2259	Paderborn
to-sport2261	Gegenstand	2261	Energie
to-sport2263	Stadt	2263	Cottbus
to-sport2265	Gegenstand	2265	Haut
to-sport2267	Gegenstand	2267	Kinder
to-sport2269	Politik	2269	Parteien
to-sport227	Fussball	227	1899 Hoffenheim
to-sport2271	Fussball	2271	Nikita Rukavytsya
to-sport2273	Fussball	2273	Edmond Kapllani
to-sport2275	Fussball	2275	Zafer Yelen
to-sport2277	Film	2277	Der Aufsteiger
to-sport2279	Fussball	2279	Valon Behrami
to-sport2281	Fussball	2281	Goran Pandev
to-sport2283	Fussball	2283	Borja Valero
to-sport2285	Fussball	2285	Juan Vargas
to-sport2287	Fussball	2287	Giuseppe Rossi
to-sport2289	Fussball	2289	Jorginho
to-sport229	Krieg	229	Zweiten Weltkrieg
to-sport2291	Fussball	2291	FC Bologna
to-sport2293	Fussball	2293	FC Turin
to-sport2295	Organisation	2295	FSV Mainz 05
to-sport2297	Person	2297	Peter Stöger
to-sport2299	Sportler	2299	Horst Heldt
to-sport23	Fussball	23	Lionel Messi
to-sport2301	Organisation	2301	MSV Duisburg
to-sport2303	Fussball	2303	Fußballgeschichte
to-sport2305	Fussball	2305	Günter Netzer
to-sport2307	Krankheit	2307	Virus
to-sport2309	Gegenstand	2309	Sprache
to-sport231	Krieg	231	Weltkrieg
to-sport2311	Fussball	2311	Sepp Herberger
to-sport2313	Fussball	2313	Ulrich Pfisterer
to-sport2315	Gegenstand	2315	Behinderung
to-sport2317	Gegenstand	2317	Gesellschaft
to-sport2319	Gegenstand	2319	Medizin
to-sport2321	Stadt	2321	Pohl
to-sport2323	Fussball	2323	Karlsruher SC
to-sport2325	Fussball	2325	Marc Arnold
to-sport2327	Fussball	2327	Transfermarkt
to-sport2329	Fussball	2329	Geoff Hurst
to-sport233	Land	233	Serbien
to-sport2331	Fussball	2331	Mario Kempes
to-sport2333	Fussball	2333	Cafu
to-sport2335	Fussball	2335	Fabio Cannavaro
to-sport2337	Fussball	2337	Fernando Hierro
to-sport2339	Person	2339	Jérôme Valcke
to-sport2341	Person	2341	Alcides Ghiggia
to-sport2343	Politik	2343	Kartellbehörde
to-sport2345	Fussball	2345	Cesare Prandelli
to-sport2347	Sportler	2347	Kevin-Prince Boateng
to-sport2349	Stadt	2349	Konstanz
to-sport235	Fussball	235	Per Mertesacker
to-sport2351	Basketball	2351	LeBron James
to-sport2353	Fussball	2353	Roberto Firmino
to-sport2355	Fussball	2355	Kevin Volland
to-sport2357	Fussball	2357	Kai Herdling
to-sport2359	Fussball	2359	Jannik Vestergaard
to-sport2361	Fussball	2361	Atsuto Uchida
to-sport2363	Fussball	2363	Sven Schipplock
to-sport2365	Sportler	2365	Jermaine Jones
to-sport2367	Person	2367	Knut Kircher
to-sport2369	Fussball	2369	Julian Schieber
to-sport237	Fussball	237	Mertesacker
to-sport2371	Fussball	2371	Nils Fischer
to-sport2373	Bundesland	2373	Saarland
to-sport2375	Fussball	2375	Simon Terodde
to-sport2377	Fussball	2377	Tobias Sippel
to-sport2379	Fussball	2379	Mario Eggimann
to-sport2381	Fussball	2381	Enis Alushi
to-sport2383	Fussball	2383	Torsten Mattuschka
to-sport2385	Fussball	2385	Adam Nemec
to-sport2387	Fussball	2387	Mohamadou Idrissou
to-sport2389	Firma	2389	Union Berlin
to-sport239	Land	239	Chile
to-sport2391	Person	2391	Peter Sippel
to-sport2393	Person	2393	Kosta Runjaic
to-sport2395	Fussball	2395	Patrick Helmes
to-sport2397	Fussball	2397	Michael Mancienne
to-sport2399	Fussball	2399	Marcell Jansen
to-sport24	Fussball	24	Schalke
to-sport2401	Fussball	2401	Johan Djourou
to-sport2403	Person	2403	Hakan Calhanoglu
to-sport2405	Stadt	2405	Horn
to-sport2407	Fussball	2407	Daniel Baier
to-sport2409	Fussball	2409	Iker Casillas
to-sport241	Fussball	241	Juventus Turin
to-sport2411	Fussball	2411	Clarence Seedorf
to-sport2413	Fussball	2413	Fußball WM 2014
to-sport2415	Fussball	2415	Oliver Bierhoff
to-sport2417	Fussball	2417	Flick
to-sport2419	Fussball	2419	FC Energie Cottbus
to-sport2421	Fussball	2421	Rudi Bommer
to-sport2423	Fussball	2423	FC Energie
to-sport2425	Gegenstand	2425	Trennung
to-sport2427	News	2427	Demokratie
to-sport2429	Fussball	2429	Friedel Rausch
to-sport243	Fussball	243	Juventus
to-sport2431	Krankheit	2431	Rausch
to-sport2433	Person	2433	Eckhard Krautzun
to-sport2435	Stadt	2435	Bock
to-sport2437	Sportler	2437	Simon Schempp
to-sport2439	Sportler	2439	Christoph Stephan
to-sport2441	Fussball	2441	Oliver Kirch
to-sport2443	Fussball	2443	Christian Träsch
to-sport2445	Fussball	2445	Almog Cohen
to-sport2447	Wirtschaft	2447	Martin Winterkorn
to-sport2449	Auto	2449	Volkswagen
to-sport245	Eishockey	245	Thomas Eichin
to-sport2451	Person	2451	Gina Stechert
to-sport2453	Stadt	2453	Oberstdorf
to-sport2455	Stadt	2455	Unterwössen
to-sport2457	Stadt	2457	Lenggries
to-sport2459	Stadt	2459	Bolsterlang
to-sport2461	Stadt	2461	Ennepetal
to-sport2463	Fussball	2463	Artur Sobiech
to-sport2465	Fussball	2465	Rafinha
to-sport2467	Gegenstand	2467	Geld
to-sport2469	Fussball	2469	Sami Khedira
to-sport247	Fussball	247	Werder
to-sport2471	Fussball	2471	Khedira
to-sport2473	Fussball	2473	Miguel
to-sport2475	Person	2475	Miguel Serrano
to-sport2477	Fussball	2477	Frank Arnesen
to-sport2479	Fussball	2479	Ömer Toprak
to-sport2481	Fussball	2481	Patrick Owomoyela
to-sport2483	Fussball	2483	Daniel Van Buyten
to-sport2485	Fussball	2485	Tom Starke
to-sport2487	Fussball	2487	Juan Cuadrado
to-sport2489	Gegenstand	2489	Medien
to-sport249	Fussball	249	HSV
to-sport2491	Person	2491	Dilma Rousseff
to-sport2493	Fussball	2493	Eren Derdiyok
to-sport2495	Fussball	2495	Robbie Kruse
to-sport2497	Gegenstand	2497	Gipfel
to-sport2499	Person	2499	Knut Schubert
to-sport25	Fussball	25	Neuer
to-sport2501	Gegenstand	2501	Schauspieler
to-sport2503	Radrennsport	2503	Markus Eichler
to-sport2505	Sportler	2505	Patrick Beckert
to-sport2507	Sportler	2507	Monique Angermüller
to-sport2509	Person	2509	Robert Lehmann
to-sport251	Fussball	251	Robin Dutt
to-sport2511	Stadt	2511	Vancouver
to-sport2513	Gegenstand	2513	Eisschnelllauf
to-sport2515	Krankheit	2515	Rückenschmerzen
to-sport2517	Gegenstand	2517	Live-Ticker
to-sport2519	Krankheit	2519	Grippe
to-sport2521	Person	2521	Jean Fernandez
