quasiris_id	topic	nr_in_context	name
regionales273	Fussball	273	Phil Jones
regionales275	Fussball	275	Marouane Fellaini
regionales277	Fussball	277	Michael Carrick
regionales279	Fussball	279	Manchester United
regionales28	Fussball	28	Gomez
regionales281	Fussball	281	Rio Ferdinand
regionales283	TV	283	ZDF
regionales285	Krankheit	285	Gehirnerschütterung
regionales287	Ort	287	Flughafen
regionales289	Stadt	289	Bonn
regionales29	Fussball	29	Werder Bremen
regionales291	Politik	291	Landrat
regionales293	Politik	293	Rathaus
regionales295	Politik	295	Bürgermeister
regionales297	Politiker	297	Michael Adam
regionales299	Gegenstand	299	Sex
regionales3	Fussball	3	Bayern München
regionales30	Fussball	30	Boateng
regionales301	Stadt	301	Bodenmais
regionales303	Land	303	Bundesrepublik
regionales305	Land	305	Bulgarien
regionales307	Land	307	Italien
regionales309	Land	309	Irland
regionales31	Fussball	31	Fortuna
regionales311	Politik	311	EU
regionales313	Gegenstand	313	Alter
regionales315	Wirtschaft	315	Arbeitslosenquote
regionales317	Wirtschaft	317	Arbeitslose
regionales319	Bundesland	319	Thüringen
regionales32	Fussball	32	FCB
regionales321	Politik	321	Arbeitslosigkeit
regionales323	Auto	323	Auto
regionales325	Auto	325	Autobahn
regionales327	Stadt	327	Fulda
regionales329	Stadt	329	Alsfeld
regionales33	Bundesland	33	Bayern
regionales331	News	331	Feuerwehr
regionales333	Politiker	333	Frank Henkel
regionales335	Fussball	335	Friedrichshain
regionales337	Stadt	337	Bundenbach
regionales339	Stadt	339	Trippstadt
regionales34	Sportler	34	Daniel Van Buyten
regionales341	Stadt	341	Bad Sobernheim
regionales343	Stadt	343	Waldbreitbach
regionales345	Gegenstand	345	Plätzchen
regionales347	Gegenstand	347	Urteil
regionales349	Krankheit	349	HIV
regionales35	Sportler	35	Thomas Schaaf
regionales351	Krankheit	351	AIDS
regionales353	Fussball	353	Robert Koch
regionales355	Gegenstand	355	Infektion
regionales357	Gegenstand	357	Gesundheit
regionales359	Gegenstand	359	Männer
regionales36	Bundesland	36	Bremen
regionales361	Wissenschaftler	361	Robert Koch
regionales363	Fussball	363	Magdeburg
regionales365	Gegenstand	365	Hubschrauber
regionales367	Gegenstand	367	Geld
regionales369	News	369	Feuer
regionales37	Stadt	37	München
regionales371	News	371	Explosion
regionales373	TV	373	24
regionales375	Person	375	Christkind
regionales377	Person	377	Peter Hofmann
regionales379	Politik	379	Bundespolizei
regionales38	Stadt	38	Dortmund
regionales381	Gegenstand	381	Strand
regionales383	News	383	Zusammenstoß
regionales385	Person	385	Baby
regionales387	Stadt	387	Hannover
regionales389	Stadt	389	Bielefeld
regionales39	Stadt	39	Barcelona
regionales391	News	391	Streit
regionales393	Fussball	393	Thomas Tuchel
regionales395	Fussball	395	Fußball Bundesliga
regionales397	Fussball	397	Bo Svensson
regionales399	Fussball	399	Stefan Bell
regionales4	Fussball	4	Mario Götze
regionales40	Stadt	40	Madrid
regionales401	Fussball	401	Fußball 2. Bundesliga
regionales403	Firma	403	Bell
regionales405	Firma	405	Stiftung Warentest
regionales407	Gegenstand	407	Spielzeug
regionales409	Gegenstand	409	Test
regionales41	Stadt	41	Struth
regionales411	Gegenstand	411	Holz
regionales413	Stadt	413	Stuttgart
regionales415	Fussball	415	Mirko Slomka
regionales417	Fussball	417	Eintracht Frankfurt
regionales419	Fussball	419	Eintracht
regionales42	Stadt	42	Weste
regionales421	Fussball	421	Hannover 96
regionales423	Wirtschaft	423	Arbeit
regionales425	Organisation	425	Europa League
regionales427	Bundesland	427	Niedersachsen
regionales429	Gegenstand	429	Lehrer
regionales43	Stadt	43	Mainz
regionales431	Stadt	431	Frankfurt
regionales433	Stadt	433	Hildesheim
regionales435	Stadt	435	Bastheim
regionales437	News	437	Unfall
regionales439	Stadt	439	Bockenem
regionales44	Stadt	44	Düsseldorf
regionales441	Stadt	441	Bad Gandersheim
regionales443	News	443	Opfer
regionales445	Politik	445	Wahlkampf
regionales447	Politik	447	Parteitag
regionales449	Politiker	449	Ramona Pop
regionales45	Stadt	45	Leverkusen
regionales451	Wirtschaft	451	Mitarbeiter
regionales453	Politik	453	Koalitionsvertrag
regionales455	Politik	455	Partei
regionales457	Politik	457	Opposition
regionales459	Politik	459	Linkspartei
regionales46	Wirtschaft	46	Steve Ballmer
regionales461	Politiker	461	Volker Bouffier
regionales463	Politiker	463	Tarek Al-Wazir
regionales465	Fussball	465	Union
regionales467	Auto	467	Autofahrer
regionales469	Gegenstand	469	Beamte
regionales47	Wirtschaft	47	Steve Jobs
regionales471	News	471	Massenschlägerei
regionales473	News	473	Gewalt
regionales475	Gegenstand	475	Stress
regionales477	Gegenstand	477	Mord
regionales479	Firma	479	Scholz
regionales48	Firma	48	Microsoft
regionales481	Musiker	481	Olaf
regionales483	Politiker	483	Olaf Scholz
regionales485	Gegenstand	485	Mensch
regionales487	News	487	Demonstration
regionales489	Schauspieler	489	Heike Makatsch
regionales49	Wirtschaft	49	Bill Gates
regionales491	Feiertag	491	Pfingstmontag
regionales493	Gegenstand	493	Schauspielerin
regionales495	Gegenstand	495	Zeitung
regionales497	Politik	497	Bundesprüfstelle
regionales499	Politik	499	Ministerium
regionales5	Fussball	5	Götze
regionales50	Wirtschaft	50	Mark Zuckerberg
regionales501	Fussball	501	Frei
regionales503	Gegenstand	503	Medien
regionales505	Stadt	505	Erfurt
regionales507	Politik	507	Innenministerkonferenz
regionales509	Politik	509	Präsident
regionales51	Firma	51	Reuters
regionales511	Politiker	511	Baschar al-Assad
regionales513	Politiker	513	Innenminister
regionales515	Land	515	Syrien
regionales517	Krieg	517	Bürgerkrieg
regionales519	Wirtschaft	519	Arbeitgeber
regionales52	Wirtschaft	52	Kündigung
regionales521	Gegenstand	521	Schüler
regionales523	Stadt	523	Osnabrück
regionales525	Politik	525	Landtagswahlkampf
regionales527	Politik	527	Parteienfinanzierung
regionales529	Politik	529	Bundestag
regionales53	Firma	53	BOSS
regionales531	Politik	531	Generalsekretär
regionales533	Politik	533	Fraktion
regionales535	Firma	535	Schlumberger
regionales537	Gegenstand	537	Untreue
regionales539	Gegenstand	539	Affäre
regionales54	Firma	54	Apple
regionales541	News	541	Krise
regionales543	Fussball	543	Fußballspiele
regionales545	Firma	545	Daimler
regionales547	Auto	547	Autohersteller
regionales549	Gegenstand	549	Marzipan
regionales55	Wirtschaft	55	Paul Allen
regionales551	Stadt	551	Aachen
regionales553	Politik	553	Jugendschutzgesetz
regionales555	Organisation	555	NPD
regionales557	Firma	557	Opel
regionales559	Firma	559	Cadillac
regionales56	Region	56	Welt
regionales561	Firma	561	General Motors
regionales563	Auto	563	Chevrolet
regionales565	Land	565	Russland
regionales567	Land	567	US
regionales569	Region	569	Kontinent
regionales57	Person	57	Eric Schmidt
regionales571	Gegenstand	571	Marke
regionales573	Gegenstand	573	Kleinwagen
regionales575	Politik	575	Staatsschutz
regionales577	Fussball	577	Polizei-SV Recklinghausen
regionales579	Stadt	579	Recklinghausen
regionales58	Person	58	Jack Dorsey
regionales581	News	581	Brandanschlag
regionales583	Politik	583	Behörde
regionales585	Firma	585	Blohm + Voss
regionales587	Gegenstand	587	Wasser
regionales589	Stadt	589	Elbe
regionales59	Stadt	59	New York
regionales591	Stadt	591	Waltershof
regionales593	News	593	Naturkatastrophe
regionales595	Politiker	595	Christian Wulff
regionales597	Politiker	597	Manfred Schmidt
regionales599	Politik	599	Bundespräsident
regionales6	Fussball	6	Borussia Dortmund
regionales60	Stadt	60	Seattle
regionales601	Person	601	Manfred G. Schmidt
regionales603	Gegenstand	603	Promi
regionales605	Gegenstand	605	Orkantief
regionales607	Gegenstand	607	Xaver
regionales609	Stadt	609	Cuxhaven
regionales61	Bundesland	61	Berlin
regionales611	News	611	Sturm
regionales613	Politik	613	Zollfahndung
regionales615	Politik	615	Steuern
regionales617	Stadt	617	Karlsruhe
regionales619	Stadt	619	Bruchsal
regionales621	Person	621	Georg Neumann
regionales623	Gegenstand	623	Schicksal
regionales625	Firma	625	DB Regio
regionales627	Stadt	627	Mitteldeutschland
regionales629	Land	629	DDR
regionales63	Gegenstand	63	Eltern
regionales631	Gegenstand	631	Internet
regionales633	Gegenstand	633	Computer
regionales635	Gegenstand	635	Frauen
regionales637	Politiker	637	Lucia Puttrich
regionales639	Politiker	639	Ursula Hammann
regionales641	Gegenstand	641	Industrie
regionales643	Gegenstand	643	Unterkühlung
regionales645	Event	645	Weihnachtsfeier
regionales647	Regisseur	647	Konrad Wolf
regionales649	Organisation	649	Ver.di
regionales65	News	65	Polizei
regionales651	Stadt	651	Hanau
regionales653	Stadt	653	Marburg
regionales655	Stadt	655	Juist
regionales657	Stadt	657	Langeoog
regionales659	Stadt	659	Baltrum
regionales661	Stadt	661	Stralsund
regionales663	Stadt	663	Hungen
regionales665	Stadt	665	Gießen
regionales667	Stadt	667	Herleshausen
regionales669	Gegenstand	669	Personal
regionales67	Organisation	67	ADAC
regionales671	News	671	Überfall
regionales673	Musiker	673	Hermes House Band
regionales675	Musiker	675	Scooter
regionales677	Musiker	677	Matthias Reim
regionales679	Wirtschaft	679	Gastronomie
regionales681	TV	681	Fernsehen
regionales683	Person	683	Menschen
regionales685	Gegenstand	685	Brandenburger Tor
regionales687	Krankheit	687	Kopfschmerzen
regionales689	Gegenstand	689	Kinder
regionales69	Politiker	69	Thomas Schmidt
regionales691	Stadt	691	Mönchengladbach
regionales693	Wissenschaftler	693	Forscher
regionales695	Gegenstand	695	Haut
regionales697	Stadt	697	Regensburg
regionales699	Krieg	699	Zweiten Weltkrieg
regionales7	Fussball	7	Dortmunder Borussia
regionales701	Krieg	701	Weltkrieg
regionales703	News	703	Bombe
regionales705	Politik	705	Linksfraktion
regionales707	Politik	707	Minister
regionales709	Politiker	709	Klaus Wowereit
regionales71	Politik	71	SPD
regionales711	Politiker	711	Klaus Ness
regionales713	Politiker	713	Matthias Platzeck
regionales715	Bundesland	715	Brandenburg
regionales717	Politiker	717	Christian Görke
regionales719	Politiker	719	Ralf Christoffers
regionales721	Politiker	721	Dietmar Woidke
regionales723	Wirtschaft	723	Wirtschaft
regionales725	Krankheit	725	Schlaganfall
regionales727	Ort	727	Flughafen Berlin-Brandenburg
regionales729	Person	729	Helmuth Markov
regionales73	Politik	73	Koalition
regionales731	Krankheit	731	Syphilis
regionales733	Krankheit	733	Infektion
regionales735	TV	735	DSDS
regionales737	TV	737	Casting
regionales739	Stadt	739	Bollewick
regionales741	Person	741	Annemarie Eilfeld
regionales743	Stadt	743	Anklam
regionales745	Stadt	745	Usedom
regionales747	Stadt	747	Greifswald
regionales749	News	749	Brand
regionales75	Politik	75	CDU
regionales77	Politik	77	Große Koalition
regionales79	Politiker	79	Peter Altmaier
regionales8	Fussball	8	Bundesliga
regionales81	Politiker	81	Bundesumweltminister
regionales83	Politiker	83	Altmaier
regionales85	Gegenstand	85	Meer
regionales87	Fussball	87	Michael Zorc
regionales89	Fussball	89	Mats Hummels
regionales9	Fussball	9	Champions League
regionales91	Fussball	91	Marcel Schmelzer
regionales93	Fussball	93	Manuel Friedrich
regionales95	Fussball	95	Hummels
regionales97	Fussball	97	Schmelzer
regionales99	Land	99	England
regionalesAuto0			Auto
regionalesAutor0			Autor
regionalesBundesland0			Bundesland
regionalesEvent0			Event
regionalesFeiertag0			Feiertag
regionalesFilm0			Film
regionalesFirma0			Firma
regionalesFussball0			Fussball
regionalesGegenstand0			Gegenstand
regionalesKontinent0			Kontinent
regionalesKrankheit0			Krankheit
regionalesKrieg0			Krieg
regionalesLand0			Land
regionalesMusiker0			Musiker
regionalesNews0			News
regionalesOrganisation0			Organisation
regionalesOrt0			Ort
regionalesPerson0			Person
regionalesPolitik0			Politik
regionalesPolitiker0			Politiker
regionalesProdukte0			Produkte
regionalesRegion0			Region
regionalesRegisseur0			Regisseur
regionalesSchauspieler0			Schauspieler
regionalesSportler0			Sportler
regionalesStadt0			Stadt
regionalesTV0			TV
regionalesWirtschaft0			Wirtschaft
regionalesWissenschaftler0			Wissenschaftler
to-auto1	Fussball	1	FC Bayern
to-auto10	Fussball	10	Mario Gomez
to-auto101	Stadt	101	Tokio
to-auto103	Auto	103	Jaguar
to-auto105	Auto	105	Cabrio
to-auto107	Auto	107	Jaguar F-Type
to-auto109	Auto	109	Jaguar XF
to-auto11	Fussball	11	Borussia
to-auto111	Firma	111	Porsche
to-auto113	Person	113	Tom Hooper
to-auto115	Stadt	115	Los Angeles
to-auto117	Auto	117	Autofahrer
to-auto119	Auto	119	E10
to-auto12	Fussball	12	Manuel Neuer
to-auto121	Fussball	121	Magdeburg
to-auto123	Organisation	123	ADAC
to-auto125	Politik	125	Bundesländer
to-auto127	Stadt	127	Erfurt
to-auto129	Stadt	129	Köln
to-auto13	Fussball	13	Fortuna Düsseldorf
to-auto131	Stadt	131	Frankfurt am Main
to-auto133	Stadt	133	Frankfurt
to-auto135	Stadt	135	Essen
to-auto137	Stadt	137	Saarbrücken
to-auto139	Firma	139	Ford
to-auto14	Fussball	14	FC Barcelona
to-auto141	Firma	141	Nissan
to-auto143	Firma	143	Recaro
to-auto145	Politik	145	Abstimmung
to-auto147	Person	147	Carlos Ghosn
to-auto149	Firma	149	Toyota
to-auto15	Fussball	15	SC Freiburg
to-auto151	Auto	151	Honda Jazz
to-auto153	Auto	153	Benziner
to-auto155	Auto	155	Hybridantrieb
to-auto157	Auto	157	Opel Mokka
to-auto159	Auto	159	Nissan Juke
to-auto16	Fussball	16	Arjen Robben
to-auto161	Auto	161	Nissan
to-auto163	Auto	163	Opel
to-auto165	Auto	165	Hybrid-Antrieb
to-auto167	Firma	167	Peugeot
to-auto169	Firma	169	Opel
to-auto17	Fussball	17	Xherdan Shaqiri
to-auto171	Auto	171	Elektromotor
to-auto173	Auto	173	Hybrid
to-auto175	Firma	175	Lexus
to-auto177	Stadt	177	Templin
to-auto179	Auto	179	Roadster
to-auto18	Fussball	18	Jupp Heynckes
to-auto181	Auto	181	Ferrari 599
to-auto183	Auto	183	Lotus
to-auto185	Auto	185	Konzeptfahrzeug
to-auto187	Auto	187	Honda S2000
to-auto189	Auto	189	Corvette
to-auto19	Fussball	19	Uli Hoeneß
to-auto191	Firma	191	Ferrari
to-auto193	Firma	193	General Motors
to-auto195	Land	195	England
to-auto197	Politik	197	Wahl
to-auto199	Auto	199	Subaru Legacy
to-auto2	Fussball	2	FC Bayern München
to-auto20	Fussball	20	Real Madrid
to-auto201	Krieg	201	Revolution
to-auto203	Produkte	203	Smartphone
to-auto205	Auto	205	Cadillac Escalade
to-auto207	Auto	207	Cadillac
to-auto209	Auto	209	Up
to-auto21	Fussball	21	Jürgen Klopp
to-auto211	Firma	211	Cadillac
to-auto213	Politik	213	Abstimmungen
to-auto215	Politik	215	Mehrwertsteuer
to-auto217	Auto	217	BMW
to-auto219	Auto	219	Mercedes
to-auto22	Fussball	22	UEFA
to-auto221	Bundesland	221	Berlin
to-auto223	Stadt	223	Wien
to-auto225	Auto	225	Auto Club Europa
to-auto227	Gegenstand	227	Preis
to-auto229	Auto	229	Ferrari
to-auto23	Fussball	23	Lionel Messi
to-auto231	Auto	231	Cabriolet
to-auto233	Gegenstand	233	Geld
to-auto235	Stadt	235	New York
to-auto237	Politik	237	Kommunen
to-auto239	Politik	239	Bundeswehr
to-auto24	Fussball	24	Schalke
to-auto241	Politik	241	Bundesverkehrsministerium
to-auto243	Politik	243	Verkehrsministerium
to-auto245	Politik	245	Verteidigungsministerium
to-auto247	Auto	247	Autobahnen
to-auto249	Auto	249	Autobahn-Brücken
to-auto25	Fussball	25	Neuer
to-auto251	Land	251	Bundesrepublik
to-auto253	Region	253	Westdeutschland
to-auto255	Bundesland	255	Hamburg
to-auto257	Firma	257	Deutsche Bahn
to-auto259	Land	259	Österreich
to-auto26	Fussball	26	FSV Mainz
to-auto261	Auto	261	VW Golf GTI
to-auto263	Auto	263	Vision
to-auto265	Auto	265	Volkswagen
to-auto267	Auto	267	Ford
to-auto269	Sportler	269	Klaus Bischoff
to-auto27	Fussball	27	Thomas Müller
to-auto271	Sportler	271	Hans-Joachim Stuck
to-auto273	News	273	Polizei
to-auto275	Auto	275	Skoda Yeti
to-auto277	Auto	277	Yeti
to-auto279	Auto	279	Skoda
to-auto28	Fussball	28	Gomez
to-auto281	Auto	281	VW Golf 7
to-auto283	Auto	283	Golf 7
to-auto285	Film	285	Die Qual der Wahl
to-auto287	Produkte	287	SUV
to-auto289	Auto	289	Autobahn
to-auto29	Fussball	29	Werder Bremen
to-auto291	News	291	Unfall
to-auto293	Universität	293	Technische Universität München
to-auto295	Land	295	Singapur
to-auto297	Wissenschaftler	297	Forscher
to-auto299	Auto	299	Fiat 500
to-auto3	Fussball	3	Bayern München
to-auto30	Fussball	30	Boateng
to-auto301	Firma	301	Fiat
to-auto303	Firma	303	Vans
to-auto305	Land	305	Schweden
to-auto307	Land	307	Kanada
to-auto309	Land	309	Großbritannien
to-auto31	Fussball	31	Fortuna
to-auto311	Land	311	Schweiz
to-auto313	Firma	313	Volvo
to-auto315	Wirtschaft	315	Arbeit
to-auto317	Politik	317	Statistisches Bundesamt
to-auto319	Gegenstand	319	Sparen
to-auto32	Fussball	32	FCB
to-auto321	Auto	321	Mercedes CLA
to-auto323	Auto	323	CLS
to-auto325	Auto	325	VW Golf Variant
to-auto327	Firma	327	AMG
to-auto329	Auto	329	Automobilindustrie
to-auto33	Bundesland	33	Bayern
to-auto331	Auto	331	Autohersteller
to-auto333	Auto	333	Autoshow
to-auto335	Wirtschaft	335	Wirtschaftlichkeit
to-auto337	Gegenstand	337	Beziehung
to-auto339	Politik	339	Koalitionsverhandlungen
to-auto34	Sportler	34	Daniel Van Buyten
to-auto341	Politik	341	CSU
to-auto343	Politik	343	SPD
to-auto345	Politik	345	Koalition
to-auto347	Politik	347	CDU CSU
to-auto349	Politik	349	Große Koalition
to-auto35	Sportler	35	Thomas Schaaf
to-auto351	Auto	351	Maserati
to-auto353	Auto	353	Maserati Ghibli
to-auto355	Auto	355	Euro NCAP
to-auto357	Auto	357	Nissan Note
to-auto359	Auto	359	Renault
to-auto36	Bundesland	36	Bremen
to-auto361	Auto	361	Peugeot 308
to-auto363	Auto	363	Mitsubishi Outlander
to-auto365	Auto	365	Mitsubishi
to-auto367	Firma	367	Infiniti
to-auto369	Firma	369	Mitsubishi
to-auto37	Stadt	37	München
to-auto371	Film	371	Die Wand
to-auto373	Gegenstand	373	Sport
to-auto375	Firma	375	Renault
to-auto377	Politiker	377	Angela Merkel
to-auto379	Politiker	379	Kanzlerin Angela Merkel
to-auto38	Stadt	38	Dortmund
to-auto381	Politiker	381	Kanzlerin
to-auto383	Politiker	383	Merkel
to-auto385	Politik	385	EU
to-auto387	Politik	387	Matthias Groote
to-auto389	Land	389	Litauen
to-auto39	Stadt	39	Barcelona
to-auto391	Wirtschaft	391	Dieter Zetsche
to-auto393	Firma	393	Daimler
to-auto395	Organisation	395	Greenpeace
to-auto397	Gegenstand	397	CO2
to-auto399	Gegenstand	399	Kohlendioxid
to-auto4	Fussball	4	Mario Götze
to-auto40	Stadt	40	Madrid
to-auto401	Stadt	401	Brüssel
to-auto403	News	403	Streit
to-auto405	Auto	405	Audi A3
to-auto407	Auto	407	Audi A3 Sportback
to-auto409	Auto	409	VW Polo
to-auto41	Stadt	41	Struth
to-auto411	Auto	411	Polo
to-auto413	Auto	413	Porsche Boxster
to-auto415	Auto	415	Porsche
to-auto417	Firma	417	Audi
to-auto419	Gegenstand	419	Strom
to-auto42	Stadt	42	Weste
to-auto421	Stadt	421	Ringen
to-auto423	Produkte	423	Akku
to-auto425	Produkte	425	Zahnbürste
to-auto427	Auto	427	VW Caddy
to-auto429	Auto	429	Elektromobilität
to-auto43	Stadt	43	Mainz
to-auto431	Firma	431	Deutsche Post
to-auto433	Firma	433	DHL
to-auto435	Firma	435	ThyssenKrupp
to-auto437	Wirtschaft	437	Zulieferindustrie
to-auto439	Universität	439	RWTH Aachen
to-auto44	Stadt	44	Düsseldorf
to-auto441	Formel1	441	Mercedes
to-auto443	Stadt	443	Bonn
to-auto445	Stadt	445	Aachen
to-auto447	Auto	447	Ford Ka
to-auto449	Land	449	Brasilien
to-auto45	Stadt	45	Leverkusen
to-auto451	Auto	451	Ford Fiesta
to-auto453	Auto	453	Automodelle
to-auto455	Gegenstand	455	Familie
to-auto457	TV	457	Wetten  dass..?
to-auto459	Gegenstand	459	Zeitung
to-auto461	Auto	461	Peugeot RCZ
to-auto463	Auto	463	Peugeot
to-auto465	Auto	465	Bremsscheiben
to-auto467	Auto	467	Golf VI
to-auto469	Firma	469	Abt Sportsline
to-auto47	Auto	47	VW Golf
to-auto471	Firma	471	Boliden
to-auto473	Musiker	473	Star Wars
to-auto475	Stadt	475	Saarlouis
to-auto477	Firma	477	Ducati
to-auto479	Musiker	479	Scooter
to-auto481	Gegenstand	481	Angst
to-auto483	Wirtschaft	483	Wirtschaft
to-auto485	Politik	485	Europaparlament
to-auto487	Auto	487	Fahrzeugsicherheit
to-auto489	Auto	489	Opel Insignia
to-auto49	Auto	49	Golf
to-auto491	Firma	491	AC Schnitzer
to-auto493	Krankheit	493	Schleudertrauma
to-auto495	Auto	495	Automesse
to-auto497	Auto	497	Concept Cars
to-auto499	Auto	499	VW Käfer
to-auto5	Fussball	5	Götze
to-auto501	Auto	501	Citroën C6
to-auto503	Firma	503	Citroën
to-auto505	Firma	505	Rinspeed
to-auto507	Firma	507	Magna Steyr
to-auto509	Firma	509	Bertone
to-auto51	Auto	51	Autobauer
to-auto511	Firma	511	Lamborghini
to-auto513	Formel1	513	BAR
to-auto515	Gegenstand	515	Motorrad
to-auto517	Gegenstand	517	Holz
to-auto519	Auto	519	Porsche 918
to-auto521	Firma	521	Spyder
to-auto523	Stadt	523	Schrott
to-auto525	News	525	Staatsanwalt
to-auto527	Auto	527	Geländewagen
to-auto529	Auto	529	Diesel-Motoren
to-auto53	Auto	53	Sportwagen
to-auto531	Firma	531	Extra
to-auto533	Stadt	533	Flensburg
to-auto535	Stadt	535	Bad Dürkheim
to-auto537	Land	537	Libanon
to-auto539	Firma	539	Buell
to-auto541	Region	541	Welt
to-auto543	Musiker	543	Texas
to-auto545	Krieg	545	Bürgerkrieg
to-auto547	Gegenstand	547	Alter
to-auto549	Land	549	Polen
to-auto55	Auto	55	Elektroauto
to-auto551	Universität	551	Universität Duisburg-Essen
to-auto553	Stadt	553	Warschau
to-auto555	Gegenstand	555	Marke
to-auto557	Gegenstand	557	Kleinwagen
to-auto559	Stadt	559	Duisburg
to-auto561	Auto	561	Audi Q1
to-auto563	Person	563	Rupert Stadler
to-auto565	Auto	565	Renault Twizy
to-auto567	Auto	567	Saab
to-auto569	Auto	569	Saab 9-3
to-auto57	Auto	57	Auto
to-auto571	Auto	571	Saab 9-3 Aero
to-auto573	Wirtschaft	573	Mitarbeiter
to-auto575	Politik	575	Präsident
to-auto577	Gegenstand	577	Premiere
to-auto579	Stadt	579	Detroit
to-auto581	Stadt	581	Paris
to-auto583	Organisation	583	KBA
to-auto585	Kontinent	585	Amerika
to-auto587	Auto	587	Automotive
to-auto589	Stadt	589	Bergisch Gladbach
to-auto59	Auto	59	VW
to-auto591	Wirtschaft	591	Insolvenz
to-auto593	Land	593	China
to-auto595	Stadt	595	Nürnberg
to-auto597	Auto	597	Ford Mustang
to-auto599	Auto	599	Mustang
to-auto6	Fussball	6	Borussia Dortmund
to-auto601	Auto	601	BMW M3
to-auto603	Auto	603	Porsche 911
to-auto605	Auto	605	M3
to-auto607	Wirtschaft	607	Anleihen
to-auto609	Firma	609	BOSS
to-auto61	Land	61	USA
to-auto611	Firma	611	BMW
to-auto613	Wirtschaft	613	Facebook
to-auto615	Schauspieler	615	Steve McQueen
to-auto617	Gegenstand	617	Glück
to-auto619	Person	619	James Bond
to-auto621	Auto	621	Automobile
to-auto623	Person	623	Uwe Sauer
to-auto625	Gegenstand	625	Industrie
to-auto627	Auto	627	Lexus GS
to-auto629	Auto	629	Chevrolet
to-auto63	Land	63	Deutschland
to-auto631	Land	631	Russland
to-auto633	Region	633	Kontinent
to-auto635	Auto	635	Alfa Romeo
to-auto637	Auto	637	Alfa
to-auto639	Auto	639	Automobilsalon
to-auto641	Auto	641	Maserati 3200
to-auto643	Auto	643	BMW X3
to-auto645	Auto	645	BMW Z3
to-auto647	Firma	647	Lancia
to-auto649	Firma	649	Chrysler
to-auto65	Land	65	Mexiko
to-auto651	Firma	651	Dodge
to-auto653	Produkte	653	Nutzfahrzeuge
to-auto655	Auto	655	Cruze
to-auto657	Auto	657	Phaeton
to-auto659	Auto	659	Oldtimer
to-auto661	Stadt	661	London
to-auto663	Firma	663	Roland
to-auto665	Gegenstand	665	Test
to-auto667	Auto	667	Corvette Z06
to-auto669	Auto	669	Camaro
to-auto67	Land	67	Norwegen
to-auto671	TV	671	The Beast
to-auto673	Auto	673	McLaren
to-auto675	Auto	675	McLaren P11
to-auto677	Ort	677	Eifel
to-auto679	Produkte	679	Supersportwagen
to-auto681	Auto	681	Mini Countryman
to-auto683	Kontinent	683	Südamerika
to-auto685	Gegenstand	685	Displays
to-auto687	Auto	687	BMW 5er
to-auto689	Auto	689	Mercedes E
to-auto69	Land	69	US
to-auto691	Auto	691	Nissan Qashqai
to-auto693	Auto	693	Porsche Macan
to-auto695	Auto	695	BMW X4
to-auto697	Auto	697	Citroen
to-auto699	Auto	699	Automarkt
to-auto7	Fussball	7	Dortmunder Borussia
to-auto701	Auto	701	Audi A6
to-auto703	Auto	703	5er
to-auto705	Politik	705	Europäische Union
to-auto707	Fussball	707	Union
to-auto709	Gegenstand	709	Internet
to-auto71	Firma	71	Tesla Motors
to-auto711	Stadt	711	Wolfsburg
to-auto713	Produkte	713	Ford Ecosport
to-auto715	Autor	715	Bestseller
to-auto717	Auto	717	Mercedes AMG
to-auto719	Auto	719	Mercedes SLS AMG
to-auto721	Auto	721	Mercedes SLS
to-auto723	Stadt	723	Stuttgart
to-auto725	Firma	725	Continental
to-auto727	Stadt	727	Landsberg am Lech
to-auto729	Firma	729	Bridgestone
to-auto73	Wirtschaft	73	Aktienkurs
to-auto731	Firma	731	Vredestein
to-auto733	Firma	733	Nexen
to-auto735	Gegenstand	735	Cockpit
to-auto737	Gegenstand	737	Update
to-auto739	Gegenstand	739	Software
to-auto741	Auto	741	BMW M5
to-auto743	Auto	743	Audi RS4
to-auto745	Auto	745	M5
to-auto747	Auto	747	M6
to-auto749	Auto	749	Mercedes C63 AMG
to-auto75	Wirtschaft	75	Aktie
to-auto751	Auto	751	Mercedes CL 63 AMG
to-auto753	Politiker	753	Friedrich
to-auto755	Sportler	755	Bruno Spengler
to-auto757	Gegenstand	757	Backen
to-auto759	Gegenstand	759	Pilot
to-auto761	News	761	Opfer
to-auto763	Auto	763	Audi A2
to-auto765	Auto	765	Automobilausstellung
to-auto767	Auto	767	Internationale Automobil-Ausstellung
to-auto769	Auto	769	Volvo XC70
to-auto77	Politik	77	Behörde
to-auto771	Auto	771	Auto Show Detroit
to-auto773	Auto	773	Volvo XC90
to-auto775	Region	775	Cross County
to-auto777	Gegenstand	777	Winterurlaub
to-auto779	Gegenstand	779	Versicherung
to-auto781	Produkte	781	Skiurlaub
to-auto783	Formel1	783	Michael Schumacher
to-auto785	Auto	785	Bremse
to-auto787	Formel1	787	Schumacher
to-auto789	Formel1	789	Schumi
to-auto79	Person	79	Elon Musk
to-auto791	Organisation	791	Formel 1
to-auto793	Gegenstand	793	Stress
to-auto795	Gegenstand	795	Mittelklasse
to-auto797	Auto	797	Audi RS3
to-auto799	Auto	799	Touran
to-auto8	Fussball	8	Bundesliga
to-auto801	Stadt	801	Erben
to-auto803	Gegenstand	803	Android
to-auto81	News	81	Feuer
to-auto83	Auto	83	Honda Civic
