1053	3628	Alfred Stieglitz
1054	3629	Alfred Tennyson
1055	3630	Alfred Thayer Mahan
1056	3607	Alfred de Musset
1057	3631	Alfred the Great
1058	3647	Alger
1059	3648	Algeria
1060	3649	Algerian
1061	3650	Algerian capital
1062	3651	Algerian centime
1063	3652	Algerian dinar
1064	3653	Algerian monetary unit
1065	3654	Algerie
1066	3655	Algeripithecus
1067	3656	Algeripithecus minutus
1068	3657	Algernon Charles Swinburne
1069	3660	Algiers
1070	3664	Algol
1071	3672	Algonkian
1072	3673	Algonkin
1073	3674	Algonquian
1074	3675	Algonquian language
1075	3676	Algonquin
1076	3687	Algren
1077	3688	Alhacen
1078	3689	Alhambra
1079	3690	Alhazen
1080	3691	Ali
1081	3692	Ali Baba
1082	3695	Alice B. Toklas
1083	3696	Alice Hamilton
1084	3697	Alice Malsenior Walker
1085	3698	Alice Paul
1086	3699	Alice Walker
1087	3700	Alice-Josephine Pons
1088	3701	Alicia Alonso
1089	3746	Alisma
1090	3747	Alisma plantago-aquatica
1091	3748	Alismales
1092	3749	Alismataceae
1093	3750	Alismatidae
1094	3751	Alistair Cooke
1095	3764	Alka-seltzer
1096	3801	Alkeran
1097	3820	"All Fools' day"
1098	3829	"All Saints' Day"
